f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0032123	0.0001777	0.1	0.0042063	2e-06	0.0026626	0	1e-06	0.0010621	2e-06	7.4052e+07	0	1e-06	1.9861e+08
112.3	0.0029292	0.00013216	0.10186	0.0042063	3e-06	0.0044582	0	1.0139e-06	0.0010825	3e-06	4.6728e+07	0	1.0139e-06	1.9525e+08
121.36	0.0027995	0.00013812	0.10376	0.0042063	4e-06	0.0063473	0	1.028e-06	0.0011032	4e-06	2.9843e+07	0	1.028e-06	1.9195e+08
131.01	0.0029412	0.00014824	0.10569	0.0042063	5e-06	0.008296	0	1.0424e-06	0.0011243	5e-06	2.113e+07	0	1.0424e-06	1.8869e+08
141.38	0.0024807	0.00011664	0.10765	0.0042063	6e-06	0.010287	0	1.0569e-06	0.0011458	6e-06	1.619e+07	0	1.0569e-06	1.8548e+08
152.59	0.0022665	0.00011082	0.10966	0.0042064	7e-06	0.01231	0	1.0716e-06	0.0011677	7e-06	1.2763e+07	0	1.0716e-06	1.8232e+08
164.75	0.0022363	0.00010252	0.1117	0.0042064	8e-06	0.014359	0	1.0865e-06	0.0011899	8e-06	1.0284e+07	0	1.0865e-06	1.792e+08
177.98	0.0020457	7.7875e-05	0.11378	0.0042064	9e-06	0.016429	0	1.1016e-06	0.0012125	9e-06	8.6352e+06	0	1.1016e-06	1.7613e+08
192.17	0.0019511	7.559e-05	0.11589	0.0042064	1e-05	0.018516	0	1.117e-06	0.0012356	1e-05	6.9762e+06	0	1.117e-06	1.731e+08
207.42	0.001774	5.7386e-05	0.11805	0.0042064	1.1e-05	0.020616	0	1.1325e-06	0.001259	1.1e-05	6.1389e+06	0	1.1325e-06	1.7012e+08
223.99	0.0015617	4.8071e-05	0.12025	0.0042065	1.2e-05	0.022729	0	1.1483e-06	0.0012828	1.2e-05	4.945e+06	0	1.1483e-06	1.6719e+08
241.88	0.0014391	4.7814e-05	0.12249	0.0042065	1.3e-05	0.024852	0	1.1643e-06	0.0013071	1.3e-05	4.572e+06	0	1.1643e-06	1.643e+08
261.19	0.0012977	3.3631e-05	0.12477	0.0042065	1.4e-05	0.026984	0	1.1805e-06	0.0013318	1.4e-05	3.8175e+06	0	1.1805e-06	1.6145e+08
282.05	0.0011948	3.511e-05	0.12709	0.0042065	1.5e-05	0.029124	0	1.197e-06	0.0013569	1.5e-05	3.2545e+06	0	1.197e-06	1.5864e+08
304.58	0.0010612	3.0025e-05	0.12945	0.0042065	1.65e-05	0.032346	0.0010759	1.2136e-06	0.0013825	1.65e-05	2.7905e+06	64196	1.2136e-06	1.5588e+08
328.9	0.00094046	2.323e-05	0.13186	0.0042065	1.8e-05	0.035579	0	1.2305e-06	0.0014085	1.8e-05	2.306e+06	0	1.2305e-06	1.5316e+08
355.12	0.00080503	2.2911e-05	0.13432	0.0042066	1.9e-05	0.037741	0	1.2477e-06	0.0014349	1.9e-05	2.012e+06	0	1.2477e-06	1.5048e+08
383.38	0.00068998	1.7821e-05	0.13682	0.0042066	2.05e-05	0.040992	0.001085	1.265e-06	0.0014618	2.05e-05	1.8947e+06	87825	1.265e-06	1.4784e+08
413.89	0.00059957	1.5992e-05	0.13936	0.0042066	2.25e-05	0.045339	0.0010884	1.2826e-06	0.0014892	2.25e-05	1.7036e+06	28142	1.2826e-06	1.4524e+08
446.92	0.00056213	1.2946e-05	0.14196	0.0042066	2.45e-05	0.049699	0.0010913	1.3005e-06	0.001517	2.45e-05	1.1087e+06	18653	1.3005e-06	1.4268e+08
482.68	0.00048325	1.2642e-05	0.1446	0.0042066	2.65e-05	0.054068	0.0010932	1.3186e-06	0.0015454	2.65e-05	8.3091e+05	23640	1.3186e-06	1.4016e+08
521.18	0.00039351	8.8323e-06	0.14729	0.0042067	2.85e-05	0.058444	0.0010949	1.337e-06	0.0015742	2.85e-05	7.1767e+05	97359	1.337e-06	1.3768e+08
562.67	0.00034123	7.4201e-06	0.15003	0.0042067	3.05e-05	0.062826	0.0010958	1.3556e-06	0.0016035	3.05e-05	3.4185e+05	17.167	1.3556e-06	1.3524e+08
607.61	0.00031641	7.5356e-06	0.15282	0.0042067	3.3e-05	0.068307	0.0012659	1.3745e-06	0.0016333	3.3e-05	1.7234e+05	1.3407e+05	1.3745e-06	1.3284e+08
656.13	0.00025766	5.5596e-06	0.15567	0.0042067	3.55e-05	0.073789	0.0010966	1.3936e-06	0.0016636	3.55e-05	1.6498e+05	2.8635e+05	1.3936e-06	1.3047e+08
708.46	0.00022917	4.3951e-06	0.15856	0.0042067	3.8e-05	0.079274	0.0012669	1.413e-06	0.0016945	3.8e-05	46071	91407	1.413e-06	1.2815e+08
764.97	0.00019646	3.5426e-06	0.16151	0.0042068	4.1e-05	0.085856	0.0012663	1.4327e-06	0.0017259	4.1e-05	2.7776e+05	66090	1.4327e-06	1.2586e+08
826	0.00016909	2.9154e-06	0.16452	0.0042068	4.45e-05	0.09353	0.001415	1.4527e-06	0.0017578	4.45e-05	2.7431e+05	1.3401e+05	1.4527e-06	1.236e+08
891.92	0.0001441	2.4259e-06	0.16758	0.0042068	4.85e-05	0.10229	0.0014138	1.4729e-06	0.0017902	4.85e-05	2.3565e+05	1.6734e+05	1.4729e-06	1.2138e+08
963.09	0.00012811	2.1696e-06	0.1707	0.0042068	5.25e-05	0.11105	0.0014115	1.4934e-06	0.0018232	5.25e-05	5.4733e+05	59490	1.4934e-06	1.192e+08
1039.9	0.00010587	1.686e-06	0.17388	0.0042069	5.65e-05	0.11979	0.0014084	1.5142e-06	0.0018568	5.65e-05	5.8314e+05	63884	1.5142e-06	1.1705e+08
1122.8	9.1936e-05	1.4334e-06	0.17711	0.0042069	6.1e-05	0.12959	0.00154	1.5353e-06	0.001891	6.1e-05	3.2076e+05	46399	1.5353e-06	1.1494e+08
1212.5	8.2054e-05	1.2225e-06	0.18041	0.0042069	6.6e-05	0.14047	0.001537	1.5567e-06	0.0019257	6.6e-05	5.1878e+05	40509	1.5567e-06	1.1286e+08
1309.2	6.7651e-05	9.5647e-07	0.18377	0.0042069	7.1e-05	0.15133	0.0015333	1.5783e-06	0.001961	7.1e-05	6.2172e+05	96276	1.5783e-06	1.1081e+08
1413.6	5.9308e-05	8.9749e-07	0.18719	0.0042069	7.65e-05	0.16323	0.0016504	1.6003e-06	0.0019969	7.65e-05	6.8411e+05	20830	1.6003e-06	1.088e+08
1526.4	5.0162e-05	6.4844e-07	0.19067	0.004207	8.25e-05	0.17617	0.0016438	1.6226e-06	0.0020334	8.25e-05	7.5708e+05	55561	1.6226e-06	1.0682e+08
1648.1	4.1758e-05	5.2324e-07	0.19422	0.004207	8.9e-05	0.19013	0.0017484	1.6452e-06	0.0020706	8.9e-05	8.9491e+05	58163	1.6452e-06	1.0488e+08
1779.6	3.7223e-05	4.5585e-07	0.19783	0.004207	9.6e-05	0.20507	0.0017374	1.6681e-06	0.0021083	9.6e-05	9.6347e+05	69168	1.6681e-06	1.0296e+08
1921.5	3.166e-05	3.7489e-07	0.20151	0.004207	0.0001035	0.22098	0.0018316	1.6913e-06	0.0021467	0.0001035	9.1501e+05	52944	1.6913e-06	1.0108e+08
