f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0031065	0.00014446	0.1	0.0049833	2e-06	0.0030447	0	1e-06	0.0012452	2e-06	8.7657e+07	0	1e-06	2.1806e+08
112.3	0.0032361	0.0001636	0.10186	0.0049833	3e-06	0.0051062	0	1.0139e-06	0.0012688	3e-06	5.3911e+07	0	1.0139e-06	2.1431e+08
121.36	0.0031275	0.00015444	0.10376	0.0049834	4e-06	0.0072755	0	1.028e-06	0.0012929	4e-06	3.4172e+07	0	1.028e-06	2.1061e+08
131.01	0.0028117	0.00011745	0.10569	0.0049834	5e-06	0.0095131	0	1.0424e-06	0.0013173	5e-06	2.395e+07	0	1.0424e-06	2.0697e+08
141.38	0.0027441	0.0001225	0.10765	0.0049834	6e-06	0.011799	0	1.0569e-06	0.0013422	6e-06	1.8421e+07	0	1.0569e-06	2.0339e+08
152.59	0.0027778	0.00012801	0.10966	0.0049834	7e-06	0.014121	0	1.0716e-06	0.0013675	7e-06	1.4359e+07	0	1.0716e-06	1.9986e+08
164.75	0.0023111	0.00010097	0.1117	0.0049834	8e-06	0.016472	0	1.0865e-06	0.0013933	8e-06	1.171e+07	0	1.0865e-06	1.9638e+08
177.98	0.0022609	9.0501e-05	0.11378	0.0049835	9e-06	0.018847	0	1.1016e-06	0.0014195	9e-06	9.9736e+06	0	1.1016e-06	1.9295e+08
192.17	0.0020703	7.9742e-05	0.11589	0.0049835	1e-05	0.021241	0	1.117e-06	0.0014462	1e-05	8.1948e+06	0	1.117e-06	1.8958e+08
207.42	0.0018479	6.415e-05	0.11805	0.0049835	1.1e-05	0.023652	0	1.1325e-06	0.0014733	1.1e-05	7.4041e+06	0	1.1325e-06	1.8626e+08
223.99	0.0017125	5.7459e-05	0.12025	0.0049835	1.2e-05	0.026078	0	1.1483e-06	0.0015009	1.2e-05	6.1333e+06	0	1.1483e-06	1.8299e+08
241.88	0.0014374	5.0587e-05	0.12249	0.0049835	1.3e-05	0.028515	0	1.1643e-06	0.001529	1.3e-05	5.3902e+06	0	1.1643e-06	1.7977e+08
261.19	0.0013713	4.2132e-05	0.12477	0.0049836	1.4e-05	0.030964	0	1.1805e-06	0.0015575	1.4e-05	4.3342e+06	0	1.1805e-06	1.766e+08
282.05	0.001279	3.161e-05	0.12709	0.0049836	1.5e-05	0.033422	0	1.197e-06	0.0015866	1.5e-05	3.6566e+06	0	1.197e-06	1.7348e+08
304.58	0.0011079	3.3916e-05	0.12945	0.0049836	1.65e-05	0.037122	0.0012356	1.2136e-06	0.0016161	1.65e-05	3.0712e+06	2.0077e+05	1.2136e-06	1.704e+08
328.9	0.0010123	2.7328e-05	0.13186	0.0049836	1.8e-05	0.040834	0	1.2305e-06	0.0016462	1.8e-05	2.8414e+06	0	1.2305e-06	1.6738e+08
355.12	0.00087775	2.2728e-05	0.13432	0.0049837	1.9e-05	0.043317	0	1.2477e-06	0.0016768	1.9e-05	2.5941e+06	0	1.2477e-06	1.644e+08
383.38	0.00080936	1.9488e-05	0.13682	0.0049837	2.05e-05	0.047051	0.0012458	1.265e-06	0.0017079	2.05e-05	1.6872e+06	1.6693e+05	1.265e-06	1.6147e+08
413.89	0.00070002	1.6655e-05	0.13936	0.0049837	2.25e-05	0.05204	0.0012488	1.2826e-06	0.0017395	2.25e-05	1.4068e+06	57071	1.2826e-06	1.5859e+08
446.92	0.00058573	1.5125e-05	0.14196	0.0049837	2.45e-05	0.05704	0.001251	1.3005e-06	0.0017717	2.45e-05	1.1042e+06	2.0162e+05	1.3005e-06	1.5575e+08
482.68	0.00051937	1.2407e-05	0.1446	0.0049837	2.65e-05	0.062049	0.0012534	1.3186e-06	0.0018044	2.65e-05	8.2558e+05	2.2586e+05	1.3186e-06	1.5296e+08
521.18	0.00048829	1.0676e-05	0.14729	0.0049838	2.85e-05	0.067064	0.001254	1.337e-06	0.0018377	2.85e-05	1.3728e+05	1.4484e+05	1.337e-06	1.5021e+08
562.67	0.00039062	8.9442e-06	0.15003	0.0049838	3.05e-05	0.072081	0.0012546	1.3556e-06	0.0018715	3.05e-05	2.6917e+05	47637	1.3556e-06	1.4751e+08
607.61	0.00033367	7.4916e-06	0.15282	0.0049838	3.3e-05	0.078355	0.0014492	1.3745e-06	0.001906	3.3e-05	2.0595e+05	91697	1.3745e-06	1.4485e+08
656.13	0.00030575	6.5342e-06	0.15567	0.0049838	3.55e-05	0.084631	0.0012548	1.3936e-06	0.001941	3.55e-05	35076	6.1956e+05	1.3936e-06	1.4223e+08
708.46	0.00026324	4.8106e-06	0.15856	0.0049839	3.8e-05	0.090908	0.0014496	1.413e-06	0.0019766	3.8e-05	9523.6	73571	1.413e-06	1.3966e+08
764.97	0.0002228	4.1546e-06	0.16151	0.0049839	4.1e-05	0.098441	0.0014499	1.4327e-06	0.0020128	4.1e-05	48479	1.5687e+05	1.4327e-06	1.3712e+08
826	0.00018902	3.4462e-06	0.16452	0.0049839	4.45e-05	0.10723	0.0016203	1.4527e-06	0.0020496	4.45e-05	3.4809e+05	1.6225e+05	1.4527e-06	1.3463e+08
891.92	0.00016861	2.9924e-06	0.16758	0.0049839	4.85e-05	0.11726	0.0016181	1.4729e-06	0.002087	4.85e-05	4.0265e+05	87324	1.4729e-06	1.3218e+08
963.09	0.00014395	2.3857e-06	0.1707	0.004984	5.25e-05	0.12728	0.0016162	1.4934e-06	0.0021251	5.25e-05	3.4536e+05	85210	1.4934e-06	1.2977e+08
1039.9	0.00012358	1.8901e-06	0.17388	0.004984	5.65e-05	0.13729	0.001613	1.5142e-06	0.0021638	5.65e-05	7.8465e+05	54706	1.5142e-06	1.274e+08
1122.8	0.00010631	1.7676e-06	0.17711	0.004984	6.1e-05	0.14852	0.0017618	1.5353e-06	0.0022032	6.1e-05	9.2637e+05	78724	1.5353e-06	1.2507e+08
1212.5	8.8914e-05	1.3644e-06	0.18041	0.004984	6.6e-05	0.16095	0.0017544	1.5567e-06	0.0022432	6.6e-05	9.9809e+05	47454	1.5567e-06	1.2277e+08
1309.2	7.7309e-05	1.0832e-06	0.18377	0.0049841	7.1e-05	0.17333	0.0017485	1.5783e-06	0.0022839	7.1e-05	6.8316e+05	83972	1.5783e-06	1.2052e+08
1413.6	6.7126e-05	9.1597e-07	0.18719	0.0049841	7.65e-05	0.18691	0.0018824	1.6003e-06	0.0023253	7.65e-05	9.1801e+05	69961	1.6003e-06	1.183e+08
1526.4	5.8833e-05	7.6842e-07	0.19067	0.0049841	8.25e-05	0.20166	0.0018722	1.6226e-06	0.0023674	8.25e-05	1.1671e+06	74722	1.6226e-06	1.1612e+08
1648.1	5.0026e-05	6.2788e-07	0.19422	0.0049841	8.9e-05	0.21755	0.0019902	1.6452e-06	0.0024101	8.9e-05	9.8857e+05	68671	1.6452e-06	1.1398e+08
1779.6	4.3321e-05	5.2766e-07	0.19783	0.0049842	9.6e-05	0.23456	0.0019794	1.6681e-06	0.0024536	9.6e-05	9.0089e+05	36582	1.6681e-06	1.1187e+08
1921.5	3.6082e-05	4.1161e-07	0.20151	0.0049842	0.0001035	0.25269	0.0020864	1.6913e-06	0.0024979	0.0001035	1.1648e+06	51149	1.6913e-06	1.098e+08
