a0(um) 	 amin(um) 	 amax(um) 	 afit(um) 	 k0(uN/m) 	 kmin(uN/m) 	 kmax(uN/m) 	 kfit(uN/m) 	 b0(uN/m) 	 bmin(V^2/nm^2) 	 bmax(V^2/nm^2) 	 bfit(V^2/nm^2) 	 psd0(V^2/Hz) 	  psdmin(V^2/Hz) 	  psdmax(V^2/Hz) 	  psdfit(V^2/Hz) 	 msd0(V^2) 	  msdmin(V^2) 	  msdmax(V^2) 	  msdfit(V^2)
0.730000 	 0.670000 	 0.690000 	 0.680000 	 14.100000 	 11.920000 	 12.850000 	 12.380000 	 440.640000 	 462.600000 	 488.920000 	 475.570000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.740000 	 0.760000 	 0.810000 	 0.780000 	 13.850000 	 13.730000 	 15.560000 	 14.610000 	 453.500000 	 408.110000 	 447.780000 	 427.480000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.740000 	 0.690000 	 0.720000 	 0.700000 	 14.240000 	 11.450000 	 12.510000 	 11.960000 	 440.260000 	 454.980000 	 484.730000 	 469.610000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.750000 	 0.690000 	 0.730000 	 0.710000 	 14.980000 	 13.030000 	 14.440000 	 13.720000 	 421.620000 	 423.320000 	 457.310000 	 439.990000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.730000 	 0.650000 	 0.680000 	 0.670000 	 15.180000 	 12.020000 	 13.500000 	 12.740000 	 408.070000 	 430.800000 	 469.290000 	 449.640000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.740000 	 0.680000 	 0.720000 	 0.700000 	 15.860000 	 12.770000 	 14.330000 	 13.530000 	 407.900000 	 406.070000 	 442.810000 	 424.040000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.740000 	 0.630000 	 0.650000 	 0.640000 	 16.290000 	 12.130000 	 13.250000 	 12.670000 	 408.450000 	 456.660000 	 488.020000 	 472.080000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.750000 	 0.680000 	 0.710000 	 0.690000 	 16.010000 	 12.510000 	 13.830000 	 13.160000 	 417.240000 	 432.460000 	 466.130000 	 448.980000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.740000 	 0.700000 	 0.730000 	 0.720000 	 15.150000 	 13.480000 	 14.910000 	 14.180000 	 451.730000 	 441.410000 	 476.440000 	 458.590000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.370000 	 0.390000 	 0.380000 	 21.310000 	 9.820000 	 11.090000 	 10.430000 	 532.330000 	 770.750000 	 855.090000 	 811.830000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.430000 	 0.460000 	 0.440000 	 20.600000 	 12.270000 	 14.000000 	 13.110000 	 542.290000 	 658.720000 	 739.590000 	 697.980000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.380000 	 0.410000 	 0.400000 	 20.970000 	 10.290000 	 11.920000 	 11.080000 	 543.150000 	 741.140000 	 840.530000 	 789.270000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.410000 	 0.440000 	 0.420000 	 19.920000 	 11.200000 	 12.680000 	 11.910000 	 578.910000 	 726.070000 	 808.680000 	 766.270000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.370000 	 0.400000 	 0.390000 	 21.130000 	 9.610000 	 11.300000 	 10.420000 	 583.230000 	 827.510000 	 946.730000 	 885.120000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.380000 	 0.410000 	 0.390000 	 20.570000 	 8.970000 	 10.670000 	 9.780000 	 594.150000 	 807.570000 	 928.930000 	 866.130000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.390000 	 0.410000 	 0.400000 	 20.770000 	 10.510000 	 11.840000 	 11.150000 	 599.000000 	 801.170000 	 885.580000 	 842.320000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
