f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0061433	0	0.1	0.0024014	2e-06	0.0017233	0	1e-06	0.00071358	2e-06	3.6478e+07	0	1e-06	1.1858e+08
2.3842	0.0075142	0	0.10186	0.0024014	3e-06	0.0028544	0	1.0139e-06	0.000727	3e-06	3.0552e+07	0	1.0139e-06	1.1651e+08
2.6226	0.0036705	0	0.10376	0.0024014	4e-06	0.0040467	0	1.028e-06	0.00074065	4e-06	1.8369e+07	0	1.028e-06	1.1447e+08
2.861	0.003464	0	0.10569	0.0024014	5e-06	0.0052756	0	1.0424e-06	0.00075454	5e-06	1.3225e+07	0	1.0424e-06	1.1246e+08
3.0994	0.0045486	0	0.10765	0.0024014	6e-06	0.006531	0	1.0569e-06	0.00076867	6e-06	9.9216e+06	0	1.0569e-06	1.1049e+08
3.3379	0.006451	0	0.10966	0.0024014	7e-06	0.0078063	0	1.0716e-06	0.00078305	7e-06	7.7981e+06	0	1.0716e-06	1.0854e+08
3.5763	0.0069468	0	0.1117	0.0024014	8e-06	0.0090972	0	1.0865e-06	0.00079767	8e-06	6.1729e+06	0	1.0865e-06	1.0663e+08
3.8147	0.0044537	0	0.11378	0.0024014	9e-06	0.0104	0	1.1016e-06	0.00081254	9e-06	5.1082e+06	0	1.1016e-06	1.0474e+08
4.1723	0.0051664	0.00065255	0.11589	0.0024014	1e-05	0.011714	0	1.117e-06	0.00082768	1e-05	4.1568e+06	0	1.117e-06	1.0289e+08
4.53	0.0041562	0	0.11805	0.0024014	1.1e-05	0.013036	0	1.1325e-06	0.00084307	1.1e-05	3.8154e+06	0	1.1325e-06	1.0106e+08
4.8876	0.0047685	0.0019014	0.12025	0.0024014	1.2e-05	0.014365	0	1.1483e-06	0.00085872	1.2e-05	2.9208e+06	0	1.1483e-06	9.9265e+07
5.2452	0.0055404	0	0.12249	0.0024015	1.3e-05	0.0157	0	1.1643e-06	0.00087465	1.3e-05	2.7393e+06	0	1.1643e-06	9.7496e+07
5.6028	0.0055422	0.00021255	0.12477	0.0024015	1.4e-05	0.017041	0	1.1805e-06	0.00089084	1.4e-05	2.2721e+06	0	1.1805e-06	9.5755e+07
6.0797	0.0058904	0.0011489	0.12709	0.0024015	1.5e-05	0.018386	0	1.197e-06	0.00090732	1.5e-05	1.9265e+06	0	1.197e-06	9.4041e+07
6.5565	0.0078537	0.0002539	0.12945	0.0024015	1.65e-05	0.020411	0.00067634	1.2136e-06	0.00092407	1.65e-05	1.6077e+06	1.9291e+05	1.2136e-06	9.2355e+07
7.0333	0.0044367	0.0012148	0.13186	0.0024015	1.8e-05	0.022443	0	1.2305e-06	0.00094111	1.8e-05	1.2036e+06	0	1.2305e-06	9.0695e+07
7.6294	0.0063541	0.00085805	0.13432	0.0024015	1.9e-05	0.023801	0	1.2477e-06	0.00095844	1.9e-05	1.1047e+06	0	1.2477e-06	8.9062e+07
8.2254	0.004078	7.5171e-05	0.13682	0.0024015	2.05e-05	0.025842	0.00068114	1.265e-06	0.00097607	2.05e-05	1.0103e+06	60922	1.265e-06	8.7456e+07
8.8215	0.004671	0.00051123	0.13936	0.0024015	2.25e-05	0.028571	0.00068297	1.2826e-06	0.00099399	2.25e-05	8.5661e+05	22748	1.2826e-06	8.5875e+07
9.5367	0.0044876	0.00047606	0.14196	0.0024015	2.45e-05	0.031306	0.00068436	1.3005e-06	0.0010122	2.45e-05	5.6691e+05	7419.4	1.3005e-06	8.432e+07
10.371	0.0053589	0.00067061	0.1446	0.0024015	2.65e-05	0.034045	0.00068538	1.3186e-06	0.0010308	2.65e-05	4.3032e+05	12155	1.3186e-06	8.2791e+07
11.206	0.0053228	0.00069074	0.14729	0.0024016	2.85e-05	0.036788	0.00068611	1.337e-06	0.0010496	2.85e-05	2.5146e+05	68118	1.337e-06	8.1286e+07
12.04	0.0056467	0.00099763	0.15003	0.0024016	3.05e-05	0.039534	0.00068652	1.3556e-06	0.0010688	3.05e-05	1.6727e+05	58138	1.3556e-06	7.9806e+07
13.113	0.0055829	0.00038669	0.15282	0.0024016	3.3e-05	0.042967	0.00079309	1.3745e-06	0.0010883	3.3e-05	1.5572e+05	23645	1.3745e-06	7.835e+07
14.186	0.0033377	0.00057162	0.15567	0.0024016	3.55e-05	0.046402	0.00068676	1.3936e-06	0.0011081	3.55e-05	35631	3.022e+05	1.3936e-06	7.6918e+07
15.259	0.0044854	0.00069265	0.15856	0.0024016	3.8e-05	0.049836	0.00079322	1.413e-06	0.0011283	3.8e-05	9275.8	59435	1.413e-06	7.551e+07
16.451	0.0046462	0.0003051	0.16151	0.0024016	4.1e-05	0.053958	0.00079313	1.4327e-06	0.0011487	4.1e-05	1.3914e+05	36514	1.4327e-06	7.4125e+07
17.762	0.0038502	0.00031464	0.16452	0.0024016	4.45e-05	0.058765	0.00088619	1.4527e-06	0.0011696	4.45e-05	1.722e+05	69089	1.4527e-06	7.2763e+07
19.193	0.0036795	0.00062799	0.16758	0.0024016	4.85e-05	0.064253	0.00088506	1.4729e-06	0.0011908	4.85e-05	2.4876e+05	1.2058e+05	1.4729e-06	7.1424e+07
20.742	0.0038129	0.00025072	0.1707	0.0024016	5.25e-05	0.069733	0.00088365	1.4934e-06	0.0012123	5.25e-05	2.8016e+05	32346	1.4934e-06	7.0107e+07
22.411	0.0033141	0.00016365	0.17388	0.0024017	5.65e-05	0.075204	0.00088215	1.5142e-06	0.0012342	5.65e-05	3.3124e+05	71496	1.5142e-06	6.8812e+07
24.199	0.0033423	0.00016188	0.17711	0.0024017	6.1e-05	0.081345	0.0009637	1.5353e-06	0.0012565	6.1e-05	3.9829e+05	51133	1.5353e-06	6.7539e+07
26.107	0.003656	0.00055925	0.18041	0.0024017	6.6e-05	0.088149	0.00096048	1.5567e-06	0.0012791	6.6e-05	5.5475e+05	22677	1.5567e-06	6.6288e+07
