f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0017331	7.6666e-05	0.1	0.0021272	2e-06	0.0017233	0	1e-06	0.00069282	2e-06	3.6478e+07	0	1e-06	1.2335e+08
112.3	0.0016433	6.9403e-05	0.10186	0.0021272	3e-06	0.0028544	0	1.0139e-06	0.000706	3e-06	3.0552e+07	0	1.0139e-06	1.2124e+08
121.36	0.0015759	7.0605e-05	0.10376	0.0021272	4e-06	0.0040467	0	1.028e-06	0.00071942	4e-06	1.8369e+07	0	1.028e-06	1.1915e+08
131.01	0.0014405	5.9192e-05	0.10569	0.0021272	5e-06	0.0052756	0	1.0424e-06	0.00073307	5e-06	1.3225e+07	0	1.0424e-06	1.171e+08
141.38	0.0014944	6.1849e-05	0.10765	0.0021272	6e-06	0.006531	0	1.0569e-06	0.00074695	6e-06	9.9216e+06	0	1.0569e-06	1.1508e+08
152.59	0.0012887	5.152e-05	0.10966	0.0021272	7e-06	0.0078063	0	1.0716e-06	0.00076108	7e-06	7.7981e+06	0	1.0716e-06	1.1309e+08
164.75	0.001165	3.6714e-05	0.1117	0.0021272	8e-06	0.0090972	0	1.0865e-06	0.00077546	8e-06	6.1729e+06	0	1.0865e-06	1.1113e+08
177.98	0.0011474	5.0694e-05	0.11378	0.0021272	9e-06	0.0104	0	1.1016e-06	0.00079009	9e-06	5.1082e+06	0	1.1016e-06	1.092e+08
192.17	0.0010344	4.4003e-05	0.11589	0.0021273	1e-05	0.011714	0	1.117e-06	0.00080497	1e-05	4.1568e+06	0	1.117e-06	1.073e+08
207.42	0.0010283	3.3429e-05	0.11805	0.0021273	1.1e-05	0.013036	0	1.1325e-06	0.00082011	1.1e-05	3.8154e+06	0	1.1325e-06	1.0543e+08
223.99	0.0009335	2.8406e-05	0.12025	0.0021273	1.2e-05	0.014365	0	1.1483e-06	0.00083552	1.2e-05	2.9208e+06	0	1.1483e-06	1.0358e+08
241.88	0.00081736	2.6388e-05	0.12249	0.0021273	1.3e-05	0.0157	0	1.1643e-06	0.00085119	1.3e-05	2.7393e+06	0	1.1643e-06	1.0177e+08
261.19	0.00077213	2.406e-05	0.12477	0.0021273	1.4e-05	0.017041	0	1.1805e-06	0.00086713	1.4e-05	2.2721e+06	0	1.1805e-06	9.9978e+07
282.05	0.0006932	2.0236e-05	0.12709	0.0021273	1.5e-05	0.018386	0	1.197e-06	0.00088335	1.5e-05	1.9265e+06	0	1.197e-06	9.8217e+07
304.58	0.00058192	1.6352e-05	0.12945	0.0021273	1.65e-05	0.020411	0.00067634	1.2136e-06	0.00089985	1.65e-05	1.6077e+06	1.9291e+05	1.2136e-06	9.6484e+07
328.9	0.00052477	1.1906e-05	0.13186	0.0021273	1.8e-05	0.022443	0	1.2305e-06	0.00091664	1.8e-05	1.2036e+06	0	1.2305e-06	9.4778e+07
355.12	0.00049147	1.4058e-05	0.13432	0.0021273	1.9e-05	0.023801	0	1.2477e-06	0.00093371	1.9e-05	1.1047e+06	0	1.2477e-06	9.3098e+07
383.38	0.00043073	1.0301e-05	0.13682	0.0021273	2.05e-05	0.025842	0.00068114	1.265e-06	0.00095107	2.05e-05	1.0103e+06	60922	1.265e-06	9.1444e+07
413.89	0.00036198	8.8689e-06	0.13936	0.0021273	2.25e-05	0.028571	0.00068297	1.2826e-06	0.00096874	2.25e-05	8.5661e+05	22748	1.2826e-06	8.9817e+07
446.92	0.00031577	7.4739e-06	0.14196	0.0021274	2.45e-05	0.031306	0.00068436	1.3005e-06	0.0009867	2.45e-05	5.6691e+05	7419.4	1.3005e-06	8.8215e+07
482.68	0.00029372	6.2735e-06	0.1446	0.0021274	2.65e-05	0.034045	0.00068538	1.3186e-06	0.001005	2.65e-05	4.3032e+05	12155	1.3186e-06	8.6638e+07
521.18	0.0002467	5.5424e-06	0.14729	0.0021274	2.85e-05	0.036788	0.00068611	1.337e-06	0.0010236	2.85e-05	2.5146e+05	68118	1.337e-06	8.5087e+07
