f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0031529	0.00014816	0.1	0.0038907	2e-06	0.0033888	0	1e-06	0.0013444	2e-06	7.0454e+07	0	1e-06	2.4333e+08
112.3	0.0027632	0.00011483	0.10186	0.0038907	3e-06	0.0056205	0	1.0139e-06	0.00137	3e-06	6.1351e+07	0	1.0139e-06	2.3918e+08
121.36	0.0029962	0.00013295	0.10376	0.0038907	4e-06	0.0079749	0	1.028e-06	0.0013961	4e-06	3.6175e+07	0	1.028e-06	2.3509e+08
131.01	0.0028318	0.00012911	0.10569	0.0038907	5e-06	0.010402	0	1.0424e-06	0.0014227	5e-06	2.6264e+07	0	1.0424e-06	2.3106e+08
141.38	0.0025339	9.5672e-05	0.10765	0.0038908	6e-06	0.012881	0	1.0569e-06	0.0014497	6e-06	1.977e+07	0	1.0569e-06	2.271e+08
152.59	0.0023245	8.8128e-05	0.10966	0.0038908	7e-06	0.0154	0	1.0716e-06	0.0014772	7e-06	1.5183e+07	0	1.0716e-06	2.2318e+08
164.75	0.0024814	8.8003e-05	0.1117	0.0038908	8e-06	0.017949	0	1.0865e-06	0.0015052	8e-06	1.2143e+07	0	1.0865e-06	2.1933e+08
177.98	0.0021749	8.0885e-05	0.11378	0.0038908	9e-06	0.020523	0	1.1016e-06	0.0015337	9e-06	1.0171e+07	0	1.1016e-06	2.1554e+08
192.17	0.0019669	8.0207e-05	0.11589	0.0038908	1e-05	0.023116	0	1.117e-06	0.0015627	1e-05	8.3281e+06	0	1.117e-06	2.118e+08
207.42	0.0017838	6.5667e-05	0.11805	0.0038908	1.1e-05	0.025727	0	1.1325e-06	0.0015921	1.1e-05	6.8901e+06	0	1.1325e-06	2.0812e+08
223.99	0.0016915	5.3944e-05	0.12025	0.0038909	1.2e-05	0.028351	0	1.1483e-06	0.0016221	1.2e-05	5.3826e+06	0	1.1483e-06	2.0449e+08
241.88	0.0016247	6.7367e-05	0.12249	0.0038909	1.3e-05	0.030986	0	1.1643e-06	0.0016526	1.3e-05	5.3471e+06	0	1.1643e-06	2.0092e+08
261.19	0.001489	4.1398e-05	0.12477	0.0038909	1.4e-05	0.033632	0	1.1805e-06	0.0016837	1.4e-05	4.6469e+06	0	1.1805e-06	1.9741e+08
282.05	0.0012719	3.3425e-05	0.12709	0.0038909	1.5e-05	0.036287	0	1.197e-06	0.0017153	1.5e-05	3.9046e+06	0	1.197e-06	1.9394e+08
304.58	0.0011355	3.3829e-05	0.12945	0.0038909	1.65e-05	0.040285	0.001335	1.2136e-06	0.0017474	1.65e-05	3.4257e+06	1.7495e+05	1.2136e-06	1.9053e+08
328.9	0.0010282	2.8538e-05	0.13186	0.0038909	1.8e-05	0.044296	0	1.2305e-06	0.0017801	1.8e-05	2.8777e+06	0	1.2305e-06	1.8718e+08
355.12	0.00097421	2.5571e-05	0.13432	0.003891	1.9e-05	0.046979	0	1.2477e-06	0.0018133	1.9e-05	2.3677e+06	0	1.2477e-06	1.8387e+08
383.38	0.00084017	2.1584e-05	0.13682	0.003891	2.05e-05	0.051011	0.0013457	1.265e-06	0.0018471	2.05e-05	2.036e+06	1.717e+05	1.265e-06	1.8062e+08
413.89	0.00073192	1.8037e-05	0.13936	0.003891	2.25e-05	0.056401	0.0013491	1.2826e-06	0.0018815	2.25e-05	1.3925e+06	99261	1.2826e-06	1.7742e+08
446.92	0.00066815	1.5303e-05	0.14196	0.003891	2.45e-05	0.061803	0.0013515	1.3005e-06	0.0019165	2.45e-05	1.2142e+06	67025	1.3005e-06	1.7427e+08
482.68	0.00056547	1.2133e-05	0.1446	0.003891	2.65e-05	0.067213	0.0013535	1.3186e-06	0.0019521	2.65e-05	5.9822e+05	70595	1.3186e-06	1.7116e+08
521.18	0.00050091	1.068e-05	0.14729	0.003891	2.85e-05	0.072629	0.0013543	1.337e-06	0.0019883	2.85e-05	4.2507e+05	1.3281e+05	1.337e-06	1.6811e+08
562.67	0.00041553	9.3232e-06	0.15003	0.0038911	3.05e-05	0.078048	0.0013554	1.3556e-06	0.0020251	3.05e-05	4.5117e+05	74742	1.3556e-06	1.651e+08
607.61	0.00037552	7.0423e-06	0.15282	0.0038911	3.3e-05	0.084827	0.0015659	1.3745e-06	0.0020626	3.3e-05	2.5484e+05	72352	1.3745e-06	1.6214e+08
656.13	0.0003301	6.5507e-06	0.15567	0.0038911	3.55e-05	0.091609	0.0013561	1.3936e-06	0.0021007	3.55e-05	1.5808e+05	2.5337e+05	1.3936e-06	1.5923e+08
708.46	0.00027948	5.0895e-06	0.15856	0.0038911	3.8e-05	0.098389	0.0015656	1.413e-06	0.0021394	3.8e-05	2.476e+05	85475	1.413e-06	1.5637e+08
764.97	0.00023943	4.388e-06	0.16151	0.0038911	4.1e-05	0.10652	0.0015644	1.4327e-06	0.0021788	4.1e-05	4.325e+05	35058	1.4327e-06	1.5355e+08
826	0.0002124	4.1354e-06	0.16452	0.0038912	4.45e-05	0.116	0.0017466	1.4527e-06	0.0022189	4.45e-05	7.5529e+05	1.0533e+05	1.4527e-06	1.5078e+08
891.92	0.00017439	2.7914e-06	0.16758	0.0038912	4.85e-05	0.12681	0.0017429	1.4729e-06	0.0022597	4.85e-05	6.9637e+05	1.4013e+05	1.4729e-06	1.4805e+08
963.09	0.00015892	2.5716e-06	0.1707	0.0038912	5.25e-05	0.1376	0.0017383	1.4934e-06	0.0023011	5.25e-05	9.2867e+05	81858	1.4934e-06	1.4537e+08
1039.9	0.00013143	2.1521e-06	0.17388	0.0038912	5.65e-05	0.14835	0.0017339	1.5142e-06	0.0023432	5.65e-05	8.8424e+05	74556	1.5142e-06	1.4272e+08
1122.8	0.00011442	1.8028e-06	0.17711	0.0038912	6.1e-05	0.16042	0.0018924	1.5353e-06	0.0023861	6.1e-05	1.1616e+06	22128	1.5353e-06	1.4013e+08
1212.5	9.7396e-05	1.431e-06	0.18041	0.0038913	6.6e-05	0.17377	0.0018844	1.5567e-06	0.0024297	6.6e-05	1.0963e+06	41977	1.5567e-06	1.3757e+08
1309.2	8.5349e-05	1.2609e-06	0.18377	0.0038913	7.1e-05	0.18707	0.0018767	1.5783e-06	0.002474	7.1e-05	1.0597e+06	1.2334e+05	1.5783e-06	1.3506e+08
1413.6	7.2832e-05	9.6198e-07	0.18719	0.0038913	7.65e-05	0.20164	0.0020193	1.6003e-06	0.0025191	7.65e-05	9.3501e+05	79326	1.6003e-06	1.3259e+08
1526.4	6.3052e-05	8.05e-07	0.19067	0.0038913	8.25e-05	0.21746	0.0020091	1.6226e-06	0.0025649	8.25e-05	1.2705e+06	1.2176e+05	1.6226e-06	1.3016e+08
1648.1	5.2854e-05	6.9812e-07	0.19422	0.0038913	8.9e-05	0.2345	0.0021332	1.6452e-06	0.0026115	8.9e-05	1.3101e+06	90546	1.6452e-06	1.2776e+08
1779.6	4.5006e-05	5.3746e-07	0.19783	0.0038914	9.6e-05	0.25273	0.0021196	1.6681e-06	0.0026589	9.6e-05	1.1658e+06	43657	1.6681e-06	1.2541e+08
1921.5	3.9393e-05	4.7333e-07	0.20151	0.0038914	0.0001035	0.27214	0.0022347	1.6913e-06	0.002707	0.0001035	1.0211e+06	66357	1.6913e-06	1.231e+08
