a0(um) 	 amin(um) 	 amax(um) 	 afit(um) 	 k0(uN/m) 	 kmin(uN/m) 	 kmax(uN/m) 	 kfit(uN/m) 	 b0(uN/m) 	 bmin(V^2/nm^2) 	 bmax(V^2/nm^2) 	 bfit(V^2/nm^2) 	 psd0(V^2/Hz) 	  psdmin(V^2/Hz) 	  psdmax(V^2/Hz) 	  psdfit(V^2/Hz) 	 msd0(V^2) 	  msdmin(V^2) 	  msdmax(V^2) 	  msdfit(V^2)
0.750000 	 0.670000 	 0.690000 	 0.680000 	 14.320000 	 12.320000 	 13.210000 	 12.760000 	 248.010000 	 273.230000 	 283.510000 	 278.320000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.750000 	 0.740000 	 0.750000 	 0.750000 	 14.220000 	 13.850000 	 14.290000 	 14.070000 	 245.960000 	 246.120000 	 251.190000 	 248.640000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.740000 	 0.710000 	 0.720000 	 0.720000 	 14.690000 	 13.700000 	 14.180000 	 13.940000 	 234.700000 	 242.630000 	 248.090000 	 245.340000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.760000 	 0.750000 	 0.760000 	 0.750000 	 15.930000 	 15.600000 	 16.010000 	 15.810000 	 213.190000 	 212.220000 	 216.150000 	 214.180000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.730000 	 0.740000 	 0.750000 	 0.740000 	 15.320000 	 15.690000 	 16.100000 	 15.900000 	 211.520000 	 203.850000 	 207.630000 	 205.730000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.730000 	 0.750000 	 0.760000 	 0.760000 	 16.940000 	 17.470000 	 17.890000 	 17.680000 	 209.360000 	 200.110000 	 203.300000 	 201.700000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.730000 	 0.750000 	 0.770000 	 0.760000 	 16.110000 	 17.070000 	 17.580000 	 17.320000 	 217.010000 	 202.550000 	 206.810000 	 204.670000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.750000 	 0.750000 	 0.760000 	 0.750000 	 16.640000 	 16.370000 	 16.910000 	 16.640000 	 225.700000 	 223.010000 	 228.360000 	 225.670000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.760000 	 0.740000 	 0.750000 	 0.740000 	 16.250000 	 15.310000 	 15.800000 	 15.560000 	 236.220000 	 242.000000 	 247.520000 	 244.740000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.520000 	 0.530000 	 0.520000 	 20.120000 	 18.930000 	 19.400000 	 19.160000 	 517.040000 	 532.710000 	 544.560000 	 538.600000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.520000 	 0.530000 	 0.520000 	 19.810000 	 18.810000 	 19.320000 	 19.060000 	 518.170000 	 530.980000 	 543.800000 	 537.350000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.520000 	 0.530000 	 0.520000 	 19.370000 	 18.070000 	 18.540000 	 18.300000 	 497.890000 	 515.850000 	 527.940000 	 521.860000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.540000 	 0.550000 	 0.550000 	 17.580000 	 18.000000 	 18.500000 	 18.250000 	 486.800000 	 466.290000 	 477.410000 	 471.820000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.550000 	 0.560000 	 0.550000 	 17.330000 	 17.560000 	 18.040000 	 17.800000 	 456.680000 	 443.130000 	 453.520000 	 448.300000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.550000 	 0.540000 	 0.560000 	 0.550000 	 17.650000 	 17.260000 	 17.920000 	 17.590000 	 443.060000 	 436.740000 	 451.080000 	 443.850000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
0.540000 	 0.530000 	 0.530000 	 0.530000 	 17.780000 	 17.170000 	 17.570000 	 17.370000 	 454.670000 	 462.690000 	 472.010000 	 467.330000 	 NaN 	 0.000000 	 0.000000 	 0.000000 	 NaN 	 0.000000 	 0.000000 	 0.000000 
