f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0030297	0.00014404	0.1	0.0037348	2e-06	0.0029447	0	1e-06	0.0011847	2e-06	8.0162e+07	0	1e-06	2.1796e+08
112.3	0.0027482	0.00011949	0.10186	0.0037348	3e-06	0.0049251	0	1.0139e-06	0.0012073	3e-06	5.1522e+07	0	1.0139e-06	2.1426e+08
121.36	0.0029016	0.00012569	0.10376	0.0037348	4e-06	0.0070085	0	1.028e-06	0.0012304	4e-06	3.2774e+07	0	1.028e-06	2.1062e+08
131.01	0.0025693	0.0001317	0.10569	0.0037348	5e-06	0.0091575	0	1.0424e-06	0.0012539	5e-06	2.3056e+07	0	1.0424e-06	2.0702e+08
141.38	0.0023566	9.9357e-05	0.10765	0.0037348	6e-06	0.011353	0	1.0569e-06	0.0012778	6e-06	1.775e+07	0	1.0569e-06	2.0348e+08
152.59	0.0022131	9.1009e-05	0.10966	0.0037348	7e-06	0.013583	0	1.0716e-06	0.0013021	7e-06	1.3626e+07	0	1.0716e-06	2e+08
164.75	0.0022775	8.1385e-05	0.1117	0.0037349	8e-06	0.015841	0	1.0865e-06	0.0013268	8e-06	1.0936e+07	0	1.0865e-06	1.9656e+08
177.98	0.0020154	8.3846e-05	0.11378	0.0037349	9e-06	0.018121	0	1.1016e-06	0.001352	9e-06	8.9659e+06	0	1.1016e-06	1.9318e+08
192.17	0.0018325	6.6691e-05	0.11589	0.0037349	1e-05	0.020418	0	1.117e-06	0.0013776	1e-05	7.5728e+06	0	1.117e-06	1.8984e+08
207.42	0.001809	6.6548e-05	0.11805	0.0037349	1.1e-05	0.022731	0	1.1325e-06	0.0014036	1.1e-05	6.5952e+06	0	1.1325e-06	1.8656e+08
223.99	0.001666	5.7949e-05	0.12025	0.0037349	1.2e-05	0.025057	0	1.1483e-06	0.0014301	1.2e-05	5.4167e+06	0	1.1483e-06	1.8332e+08
241.88	0.0014623	4.5347e-05	0.12249	0.0037349	1.3e-05	0.027394	0	1.1643e-06	0.0014571	1.3e-05	4.8528e+06	0	1.1643e-06	1.8013e+08
261.19	0.0012908	4.1962e-05	0.12477	0.003735	1.4e-05	0.02974	0	1.1805e-06	0.0014846	1.4e-05	3.9663e+06	0	1.1805e-06	1.77e+08
282.05	0.0011868	3.7837e-05	0.12709	0.003735	1.5e-05	0.032095	0	1.197e-06	0.0015125	1.5e-05	3.5841e+06	0	1.197e-06	1.739e+08
304.58	0.0010733	3.6362e-05	0.12945	0.003735	1.65e-05	0.035641	0.0011842	1.2136e-06	0.0015409	1.65e-05	3.0897e+06	2.4948e+05	1.2136e-06	1.7086e+08
328.9	0.00093113	2.5203e-05	0.13186	0.003735	1.8e-05	0.039199	0	1.2305e-06	0.0015698	1.8e-05	2.331e+06	0	1.2305e-06	1.6786e+08
355.12	0.00084657	2.2648e-05	0.13432	0.003735	1.9e-05	0.041578	0	1.2477e-06	0.0015992	1.9e-05	2.0712e+06	0	1.2477e-06	1.6491e+08
383.38	0.00069711	2.1058e-05	0.13682	0.003735	2.05e-05	0.045154	0.0011933	1.265e-06	0.0016291	2.05e-05	1.8133e+06	60769	1.265e-06	1.6201e+08
413.89	0.00067692	1.6493e-05	0.13936	0.0037351	2.25e-05	0.049934	0.0011967	1.2826e-06	0.0016595	2.25e-05	1.4966e+06	2.2349e+05	1.2826e-06	1.5915e+08
446.92	0.00057936	1.5111e-05	0.14196	0.0037351	2.45e-05	0.054725	0.001199	1.3005e-06	0.0016905	2.45e-05	1.0647e+06	1.1651e+05	1.3005e-06	1.5633e+08
482.68	0.00050031	1.2069e-05	0.1446	0.0037351	2.65e-05	0.059525	0.0012009	1.3186e-06	0.0017219	2.65e-05	7.6951e+05	61596	1.3186e-06	1.5356e+08
521.18	0.00045773	1.1147e-05	0.14729	0.0037351	2.85e-05	0.064332	0.0012026	1.337e-06	0.001754	2.85e-05	6.3922e+05	2.4189e+05	1.337e-06	1.5083e+08
562.67	0.00038578	8.6189e-06	0.15003	0.0037351	3.05e-05	0.069144	0.001203	1.3556e-06	0.0017865	3.05e-05	88266	93050	1.3556e-06	1.4814e+08
607.61	0.00032933	6.8474e-06	0.15282	0.0037351	3.3e-05	0.07516	0.0013896	1.3745e-06	0.0018197	3.3e-05	1.8402e+05	94794	1.3745e-06	1.455e+08
