x		y
-1.0000000000000000e+01	0.0000000000000000e+00
-9.9000000000000004e+00	0.0000000000000000e+00
-9.8000000000000007e+00	0.0000000000000000e+00
-9.6999999999999993e+00	0.0000000000000000e+00
-9.5999999999999996e+00	0.0000000000000000e+00
-9.5000000000000000e+00	0.0000000000000000e+00
-9.4000000000000004e+00	0.0000000000000000e+00
-9.3000000000000007e+00	0.0000000000000000e+00
-9.1999999999999993e+00	7.0000000000000000e+00
-9.0999999999999996e+00	1.9000000000000000e+01
-9.0000000000000000e+00	1.6000000000000000e+01
-8.9000000000000004e+00	5.2000000000000000e+01
-8.8000000000000007e+00	1.1200000000000000e+02
-8.6999999999999993e+00	1.5300000000000000e+02
-8.5999999999999996e+00	1.2000000000000000e+02
-8.5000000000000000e+00	1.6300000000000000e+02
-8.4000000000000004e+00	1.0500000000000000e+02
-8.3000000000000007e+00	8.2000000000000000e+01
-8.1999999999999993e+00	1.3100000000000000e+02
-8.0999999999999996e+00	2.8200000000000000e+02
-8.0000000000000000e+00	4.0900000000000000e+02
-7.9000000000000004e+00	5.2400000000000000e+02
-7.7999999999999998e+00	8.2900000000000000e+02
-7.6999999999999993e+00	9.0800000000000000e+02
-7.5999999999999996e+00	9.4200000000000000e+02
-7.5000000000000000e+00	1.1660000000000000e+03
-7.4000000000000004e+00	1.3710000000000000e+03
-7.2999999999999998e+00	2.1140000000000000e+03
-7.1999999999999993e+00	2.4090000000000000e+03
-7.0999999999999996e+00	3.2930000000000000e+03
-7.0000000000000000e+00	3.5760000000000000e+03
-6.9000000000000004e+00	4.2740000000000000e+03
-6.7999999999999998e+00	4.8190000000000000e+03
-6.6999999999999993e+00	5.8390000000000000e+03
-6.5999999999999996e+00	6.9230000000000000e+03
-6.5000000000000000e+00	9.5080000000000000e+03
-6.4000000000000004e+00	1.0687000000000000e+04
-6.2999999999999998e+00	1.4067000000000000e+04
-6.1999999999999993e+00	1.5754000000000000e+04
-6.0999999999999996e+00	1.9868000000000000e+04
-6.0000000000000000e+00	2.2283000000000000e+04
-5.8999999999999995e+00	2.5966000000000000e+04
-5.7999999999999998e+00	2.8482000000000000e+04
-5.7000000000000002e+00	3.4833000000000000e+04
-5.5999999999999996e+00	3.9413000000000000e+04
-5.5000000000000000e+00	4.8636000000000000e+04
-5.3999999999999995e+00	5.2856000000000000e+04
-5.2999999999999998e+00	6.2859000000000000e+04
-5.1999999999999993e+00	6.6511000000000000e+04
-5.0999999999999996e+00	7.8274000000000000e+04
-5.0000000000000000e+00	9.2496000000000000e+04
-4.8999999999999995e+00	1.0101900000000000e+05
-4.7999999999999998e+00	1.2419300000000000e+05
-4.6999999999999993e+00	1.3416500000000000e+05
-4.5999999999999996e+00	1.5929600000000000e+05
-4.5000000000000000e+00	1.6932300000000000e+05
-4.3999999999999995e+00	2.0049300000000000e+05
-4.2999999999999998e+00	2.1373500000000000e+05
-4.1999999999999993e+00	2.5394900000000000e+05
-4.0999999999999996e+00	2.7017200000000000e+05
-4.0000000000000000e+00	3.1814700000000000e+05
-3.8999999999999995e+00	3.3934600000000000e+05
-3.7999999999999998e+00	3.8964600000000000e+05
-3.6999999999999993e+00	4.0690300000000000e+05
-3.5999999999999996e+00	4.7736600000000000e+05
-3.5000000000000000e+00	5.0125800000000000e+05
-3.3999999999999995e+00	5.6932200000000000e+05
-3.2999999999999998e+00	6.0360500000000000e+05
-3.1999999999999993e+00	6.9404200000000000e+05
-3.0999999999999996e+00	7.0804800000000000e+05
-3.0000000000000000e+00	8.1212500000000000e+05
-2.8999999999999995e+00	8.4149000000000000e+05
-2.7999999999999998e+00	9.5277200000000000e+05
-2.6999999999999993e+00	9.8514500000000000e+05
-2.5999999999999996e+00	1.0679690000000000e+06
-2.5000000000000000e+00	1.1956770000000000e+06
-2.3999999999999995e+00	1.2329320000000000e+06
-2.2999999999999998e+00	1.3976520000000000e+06
-2.1999999999999993e+00	1.4207570000000000e+06
-2.0999999999999996e+00	1.5832830000000000e+06
-2.0000000000000000e+00	1.5998310000000000e+06
-1.9000000000000004e+00	1.7803920000000000e+06
-1.7999999999999989e+00	1.8011580000000000e+06
-1.6999999999999993e+00	2.0049790000000000e+06
-1.5999999999999996e+00	2.0054980000000000e+06
-1.5000000000000000e+00	2.1863820000000000e+06
-1.4000000000000004e+00	2.2125190000000000e+06
-1.2999999999999989e+00	2.4256720000000000e+06
-1.1999999999999993e+00	2.4013160000000000e+06
-1.0999999999999996e+00	2.6569680000000000e+06
-1.0000000000000000e+00	2.6304750000000000e+06
-9.0000000000000036e-01	2.8594280000000000e+06
-7.9999999999999893e-01	2.8416890000000000e+06
-6.9999999999999929e-01	3.0678900000000000e+06
-5.9999999999999964e-01	2.9919290000000000e+06
-5.0000000000000000e-01	3.2476770000000000e+06
-3.9999999999999858e-01	3.1775810000000000e+06
-2.9999999999999893e-01	3.4160150000000000e+06
-1.9999999999999929e-01	3.3325670000000000e+06
-9.9999999999999645e-02	3.4174700000000000e+06
0.0000000000000000e+00	3.6216990000000000e+06
1.0000000000000142e-01	3.5328420000000000e+06
2.0000000000000107e-01	3.7690970000000000e+06
3.0000000000000071e-01	3.5963300000000000e+06
4.0000000000000036e-01	3.8056860000000000e+06
5.0000000000000000e-01	3.6270010000000000e+06
6.0000000000000142e-01	3.8142110000000000e+06
7.0000000000000107e-01	3.6526810000000000e+06
8.0000000000000071e-01	3.8536320000000000e+06
9.0000000000000036e-01	3.6515720000000000e+06
1.0000000000000000e+00	3.8024340000000000e+06
1.1000000000000014e+00	3.6287530000000000e+06
1.2000000000000011e+00	3.7639540000000000e+06
1.3000000000000007e+00	3.5259950000000000e+06
1.4000000000000004e+00	3.6748160000000000e+06
1.5000000000000000e+00	3.4523590000000000e+06
1.6000000000000014e+00	3.5300020000000000e+06
1.7000000000000011e+00	3.3070990000000000e+06
1.8000000000000007e+00	3.3893270000000000e+06
1.9000000000000004e+00	3.1302800000000000e+06
2.0000000000000000e+00	3.2185470000000000e+06
2.1000000000000014e+00	2.9727000000000000e+06
2.2000000000000011e+00	3.0256680000000000e+06
2.3000000000000007e+00	2.7920460000000000e+06
2.4000000000000004e+00	2.7281230000000000e+06
2.5000000000000000e+00	2.7136450000000000e+06
2.6000000000000014e+00	2.4853420000000000e+06
2.7000000000000011e+00	2.5098040000000000e+06
