x		y		e
0.0000000000000000e+00	9.2231197227738217e+00	0.0000000000000000e+00
2.3841857910156250e-01	7.4436560189022850e-03	0.0000000000000000e+00
4.7683715820312500e-01	3.4568310294145975e-03	0.0000000000000000e+00
7.1525573730468750e-01	4.4202298941872662e-03	0.0000000000000000e+00
9.5367431640625000e-01	3.8765295853072754e-03	0.0000000000000000e+00
1.1920928955078125e+00	4.4887656214193244e-03	0.0000000000000000e+00
1.4305114746093750e+00	3.4067554303754293e-03	0.0000000000000000e+00
1.6689300537109375e+00	4.0546660743707710e-03	0.0000000000000000e+00
1.9073486328125000e+00	5.0215407448163567e-03	0.0000000000000000e+00
2.1457672119140625e+00	3.6776765229829967e-03	0.0000000000000000e+00
2.3841857910156250e+00	4.1416171142547439e-03	0.0000000000000000e+00
2.6226043701171875e+00	4.3492150883586616e-03	0.0000000000000000e+00
2.8610229492187500e+00	3.2764947240143602e-03	0.0000000000000000e+00
3.0994415283203125e+00	3.8295929075933695e-03	0.0000000000000000e+00
3.3378601074218750e+00	3.9167726642223479e-03	0.0000000000000000e+00
3.5762786865234375e+00	4.3068631677280608e-03	0.0000000000000000e+00
3.8146972656250000e+00	3.6512671666503235e-03	0.0000000000000000e+00
4.1723251342773438e+00	3.0791112985533598e-03	3.0668237220076995e-04
4.5299530029296875e+00	4.2130614525402654e-03	0.0000000000000000e+00
4.8875808715820312e+00	3.4211486949773575e-03	3.9299610539111413e-04
5.2452087402343750e+00	3.3087818070489331e-03	0.0000000000000000e+00
5.6028366088867188e+00	3.2284839295388047e-03	3.4609486749175646e-04
6.0796737670898438e+00	4.3470579216159230e-03	1.6456116781850515e-03
6.5565109252929688e+00	2.4201966478162229e-03	2.7988588353685989e-04
7.0333480834960938e+00	3.7171165071339081e-03	1.4372062927755411e-03
7.6293945312500000e+00	4.5629402804122999e-03	4.7478804239307654e-04
8.2254409790039062e+00	3.7326773496337028e-03	8.4041462530546718e-04
8.8214874267578125e+00	3.6058877321729042e-03	2.9838242104993903e-04
9.5367431640625000e+00	4.2196070062210439e-03	8.6960763743999380e-04
1.0371208190917969e+01	3.3457677142166614e-03	6.2968218047527904e-04
1.1205673217773438e+01	3.2749812529191979e-03	2.6827086911896666e-04
1.2040138244628906e+01	2.8997633177229188e-03	2.3461956327162453e-04
1.3113021850585938e+01	3.3005757385313516e-03	2.8341974801926630e-04
1.4185905456542969e+01	3.0397836096329859e-03	6.7196558865994344e-04
1.5258789062500000e+01	3.4892725436122297e-03	2.7307113922872100e-04
1.6450881958007812e+01	4.0136216483184946e-03	3.0659444490472486e-04
1.7762184143066406e+01	3.2640908663595074e-03	3.5948697281830823e-04
1.9192695617675781e+01	3.5596955880580357e-03	3.3916648916347336e-04
2.0742416381835938e+01	4.0007624872081659e-03	4.2825930055057424e-04
2.2411346435546875e+01	3.1483409349500552e-03	3.8873057836399743e-04
2.4199485778808594e+01	3.5828330969883584e-03	3.9365743713139727e-04
2.6106834411621094e+01	2.8991141857193457e-03	2.6145737268699432e-04
2.8133392333984375e+01	2.9733367736132920e-03	2.6553081788923246e-04
3.0398368835449219e+01	2.7978685315890673e-03	1.8213967839928735e-04
3.2901763916015625e+01	2.5663309506745208e-03	1.7694823783073833e-04
3.5524368286132812e+01	2.8793935692104822e-03	2.1064447799988383e-04
3.8266181945800781e+01	2.8180484081761019e-03	2.1261644486824765e-04
4.1365623474121094e+01	2.6752641207219113e-03	1.6769433167404982e-04
4.4703483581542969e+01	2.3935126157550815e-03	1.5614838348629575e-04
4.8279762268066406e+01	2.5172873172933331e-03	2.3872826863012816e-04
5.2094459533691406e+01	2.2445346477081990e-03	1.6195338968470841e-04
5.6266784667968750e+01	2.0262237306106733e-03	1.2676013301145869e-04
6.0796737670898438e+01	2.1485921930772499e-03	9.4853858720219506e-05
6.5565109252929688e+01	2.0022130007869934e-03	1.4644479639058599e-04
7.0810317993164062e+01	2.2102170071701087e-03	1.3351882259218141e-04
7.6532363891601562e+01	2.0088700961540850e-03	1.3699966794628347e-04
8.2612037658691406e+01	1.7472274366236195e-03	9.5238505633432434e-05
8.9168548583984375e+01	1.8205707753674166e-03	1.1958223890319270e-04
9.6321105957031250e+01	1.9249023761397296e-03	1.0853745978692835e-04
1.0395050048828125e+02	1.9704919335667079e-03	1.1832049559282915e-04
1.1229515075683594e+02	1.6914862504201177e-03	7.8975964318106224e-05
1.2135505676269531e+02	1.5963923604630083e-03	8.4863661747242212e-05
1.3101100921630859e+02	1.4853510763775052e-03	7.0254807432675728e-05
1.4138221740722656e+02	1.3847320909925506e-03	6.5907260229070569e-05
1.5258789062500000e+02	1.4087617971918552e-03	4.5484611374911343e-05
1.6474723815917969e+02	1.3633071541364942e-03	5.9632439801400431e-05
1.7797946929931641e+02	1.2276504637664415e-03	4.5512971961635004e-05
1.9216537475585938e+02	1.1742289533692195e-03	4.2759818891693463e-05
2.0742416381835938e+02	1.0480665955074715e-03	3.9847215232218495e-05
2.2399425506591797e+02	9.9573117024320226e-04	3.6029712415622355e-05
2.4187564849853516e+02	8.9214133686238211e-04	2.9975200363439334e-05
2.6118755340576172e+02	7.9523152887455502e-04	2.9281790849991444e-05
2.8204917907714844e+02	7.4123191140702479e-04	2.0970524285581486e-05
3.0457973480224609e+02	6.6277670814701814e-04	2.2904247581092000e-05
3.2889842987060547e+02	5.6614205635873013e-04	1.5436944417094187e-05
3.5512447357177734e+02	5.0630125844630626e-04	1.4043091355298341e-05
3.8337707519531250e+02	4.9616786478304351e-04	1.4036455570624823e-05
4.1389465332031250e+02	3.9127656552388925e-04	1.0694096507311072e-05
4.4691562652587891e+02	3.4406089952136368e-04	8.3161786932856540e-06
4.8267841339111328e+02	3.0502076307146011e-04	6.9589044698224686e-06
5.2118301391601562e+02	2.7936297798334693e-04	6.5013046367581125e-06
5.6266784667968750e+02	2.2833187106348343e-04	5.0051040581005935e-06
6.0760974884033203e+02	2.0321018084418720e-04	4.2673619747750634e-06
6.5612792968750000e+02	1.7384823194737159e-04	3.5903943991288698e-06
7.0846080780029297e+02	1.5136063272986307e-04	2.9845606152233848e-06
7.6496601104736328e+02	1.3177691035222959e-04	2.4124498447383272e-06
8.2600116729736328e+02	1.1394038084944532e-04	2.1090899752908305e-06
8.9192390441894531e+02	9.5048334506344623e-05	1.6798427383015634e-06
9.6309185028076172e+02	8.1611536092885919e-05	1.3614584218431341e-06
1.0398626327514648e+03	7.0522971580060749e-05	1.0898722128296655e-06
1.1228322982788086e+03	6.2090954974701636e-05	9.5163096427088347e-07
1.2124776840209961e+03	5.2224030414065472e-05	7.7764727213260188e-07
1.3091564178466797e+03	4.5118349401107735e-05	6.1300263374953333e-07
1.4135837554931641e+03	3.8097141772667978e-05	5.3187410011259313e-07
1.5263557434082031e+03	3.3420303231409263e-05	4.5187405510812971e-07
1.6480684280395508e+03	2.8608294875776890e-05	3.7408977046098365e-07
1.7795562744140625e+03	2.4199058844346113e-05	2.8300079578902554e-07
1.9215345382690430e+03	2.1433754331877533e-05	2.5000215119579247e-07
2.0748376846313477e+03	1.7957450259832773e-05	2.0526302798647656e-07
2.2404193878173828e+03	1.5382990824476031e-05	1.6774652314815222e-07
2.4191141128540039e+03	1.3110046339604817e-05	1.3585551454951072e-07
2.6121139526367188e+03	1.1337403034764034e-05	1.1596173273155504e-07
2.8204917907714844e+03	9.4734755610240699e-06	9.5177724506819965e-08
3.0454397201538086e+03	8.2896673758872767e-06	7.7038194766984119e-08
3.2883882522583008e+03	7.0208373937331114e-06	6.3078716203634206e-08
3.5507678985595703e+03	5.9569801092201545e-06	5.1723057776503056e-08
3.8340091705322266e+03	5.1538375479248241e-06	4.2096855271944149e-08
4.1397809982299805e+03	4.4319865135001295e-06	3.4475249059537436e-08
4.4701099395751953e+03	3.7522988884467915e-06	2.8192691373105914e-08
4.8267841339111328e+03	3.2449804411094239e-06	2.3674161116801925e-08
5.2118301391601562e+03	2.7473179977153544e-06	1.9996774312731712e-08
5.6276321411132812e+03	2.3688196898189613e-06	1.5945035545171616e-08
6.0765743255615234e+03	2.0006827004267556e-06	1.3211306666281407e-08
6.5612792968750000e+03	1.6914721585960258e-06	1.0877815787283717e-08
7.0847272872924805e+03	1.4481308183673369e-06	8.8686913113854834e-09
7.6498985290527344e+03	1.2312884271931809e-06	7.2164521393719435e-09
8.2601308822631836e+03	1.0623479604804486e-06	5.9708979023545182e-09
8.9191198348999023e+03	9.1307392480159096e-07	4.9287162692020388e-09
9.6306800842285156e+03	7.7092234796188380e-07	4.0712066022648546e-09
1.0398983955383301e+04	6.5719266851848985e-07	3.4577731048656690e-09
1.1228442192077637e+04	5.6193168840153103e-07	2.7665493509377953e-09
1.2124180793762207e+04	4.7730322246228613e-07	2.2759760675607816e-09
1.3091444969177246e+04	4.0754735280641501e-07	1.8402433592902699e-09
1.4135718345642090e+04	3.4489034428708492e-07	1.5038581241967402e-09
1.5263438224792480e+04	2.9568140747343623e-07	1.2493256435620210e-09
1.6481161117553711e+04	2.5301104825614478e-07	1.0253875212423343e-09
1.7795920372009277e+04	2.1441783610028083e-07	8.4554915044924766e-10
1.9215583801269531e+04	1.8110663950637437e-07	6.6448922257930041e-10
2.0748496055603027e+04	1.5429675045865846e-07	5.4896076825675558e-10
2.2403717041015625e+04	1.3215013582410889e-07	4.5248597403868462e-10
2.4191021919250488e+04	1.1193247490799800e-07	3.7515744673724707e-10
2.6120781898498535e+04	9.4613761624710829e-08	3.0596014787236707e-10
2.8204560279846191e+04	8.0982682776515617e-08	2.4811054702571438e-10
3.0454635620117188e+04	6.8385283003242780e-08	2.0210372416037399e-10
3.2884120941162109e+04	5.8222989399018803e-08	1.6461450229135298e-10
3.5507440567016602e+04	4.9519764945408737e-08	1.3732280024532645e-10
3.8340091705322266e+04	4.1969868060502950e-08	1.1070403449258637e-10
4.1398644447326660e+04	3.5475904127970097e-08	9.0218296133999031e-11
4.4701218605041504e+04	3.0015884487901266e-08	7.3249184771020929e-11
4.8267364501953125e+04	2.5462386963750842e-08	5.9790147912851769e-11
5.2117824554443359e+04	2.1553872211686028e-08	4.8560431109740567e-11
5.6275486946105957e+04	1.8245676559837635e-08	3.9549436831931265e-11
6.0764908790588379e+04	1.5396447301535895e-08	3.2189729695538417e-11
6.5612435340881348e+04	1.3063676075299981e-08	2.6310983949729019e-11
7.0846676826477051e+04	1.0987591541509362e-08	2.1300390701017235e-11
7.6498508453369141e+04	9.2984945744879041e-09	1.7365444011810389e-11
8.2601189613342285e+04	7.8320353673397975e-09	1.4083454164887371e-11
8.9190721511840820e+04	6.6076843787787681e-09	1.1464568121754348e-11
9.6305966377258301e+04	5.5672800836237415e-09	9.2672949418421717e-12
1.0398876667022705e+05	4.7009333520927988e-09	7.5737134946465978e-12
1.1228442192077637e+05	3.9482414088415930e-09	6.0865536986920145e-12
1.2124192714691162e+05	3.3221977304154461e-09	4.9299116021456104e-12
1.3091409206390381e+05	2.7937707540734648e-09	4.0184978822473170e-12
1.4135777950286865e+05	2.3522512996075607e-09	3.2375033080962909e-12
1.5263462066650391e+05	1.9754045921410305e-09	2.6202111680261898e-12
1.6481113433837891e+05	1.6618679879764324e-09	2.1240841677553130e-12
1.7795896530151367e+05	1.3979742255589991e-09	1.7153893770372696e-12
1.9215559959411621e+05	1.1677540357255438e-09	1.3750996380207242e-12
2.0748484134674072e+05	9.8073735722428388e-10	1.1127880049213868e-12
2.2403705120086670e+05	8.2173069458276091e-10	9.0175206463088324e-13
2.4190962314605713e+05	6.8910796452652858e-10	7.2724856585580292e-13
2.6120793819427490e+05	5.7687940473748846e-10	5.8641304407614611e-13
2.8204584121704102e+05	4.8366712534630047e-10	4.7215170407690155e-13
3.0454611778259277e+05	4.0418597517347775e-10	3.7967869129126031e-13
3.2884132862091064e+05	3.3733170154756987e-10	3.0906954470430895e-13
3.5507464408874512e+05	2.8203890905434411e-10	2.4502997112846394e-13
3.8340079784393311e+05	2.3609231887536959e-10	1.9720149344494790e-13
4.1398668289184570e+05	1.9997510135901663e-10	1.6035330461820374e-13
4.4701254367828369e+05	1.7586471284175567e-10	1.3486963805538050e-13
4.8207950592041016e+05	1.6251146918984886e-10	1.2120819167289656e-13
