f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0010053	0	0.1	0.0010845	2e-06	0.0019738	0	1e-06	0.00086023	2e-06	2.2225e+07	0	1e-06	9.0966e+07
2.3842	0.001455	0	0.10186	0.0010845	3e-06	0.0032024	0	1.0139e-06	0.00087546	3e-06	2.429e+07	0	1.0139e-06	8.9144e+07
2.6226	0.0019114	0	0.10376	0.0010845	4e-06	0.0044796	0	1.028e-06	0.00089093	4e-06	1.3052e+07	0	1.028e-06	8.7357e+07
2.861	0.0011033	0	0.10569	0.0010845	5e-06	0.0057829	0	1.0424e-06	0.00090666	5e-06	9.1734e+06	0	1.0424e-06	8.5603e+07
3.0994	0.0014106	0	0.10765	0.0010845	6e-06	0.0071045	0	1.0569e-06	0.00092264	6e-06	6.9182e+06	0	1.0569e-06	8.3882e+07
3.3379	0.0011202	0	0.10966	0.0010845	7e-06	0.0084399	0	1.0716e-06	0.00093888	7e-06	5.1555e+06	0	1.0716e-06	8.2194e+07
3.5763	0.0014209	0	0.1117	0.0010845	8e-06	0.0097857	0	1.0865e-06	0.00095538	8e-06	3.9459e+06	0	1.0865e-06	8.0539e+07
3.8147	0.0023506	0	0.11378	0.0010845	9e-06	0.011139	0	1.1016e-06	0.00097215	9e-06	3.2251e+06	0	1.1016e-06	7.8914e+07
4.1723	0.001861	0.00030409	0.11589	0.0010845	1e-05	0.012499	0	1.117e-06	0.00098918	1e-05	2.4843e+06	0	1.117e-06	7.7321e+07
4.53	0.0011336	0	0.11805	0.0010845	1.1e-05	0.013865	0	1.1325e-06	0.0010065	1.1e-05	2.2533e+06	0	1.1325e-06	7.5758e+07
4.8876	0.001456	0.00038031	0.12025	0.0010845	1.2e-05	0.015234	0	1.1483e-06	0.0010241	1.2e-05	1.5884e+06	0	1.1483e-06	7.4226e+07
5.2452	0.0018036	0	0.12249	0.0010845	1.3e-05	0.016607	0	1.1643e-06	0.001042	1.3e-05	1.3636e+06	0	1.1643e-06	7.2722e+07
5.6028	0.0011215	6.3535e-05	0.12477	0.0010845	1.4e-05	0.017982	0	1.1805e-06	0.0010601	1.4e-05	7.8664e+05	0	1.1805e-06	7.1248e+07
6.0797	0.0015325	4.8839e-05	0.12709	0.0010845	1.5e-05	0.019359	0	1.197e-06	0.0010786	1.5e-05	7.5602e+05	0	1.197e-06	6.9802e+07
6.5565	0.0011952	4.1471e-05	0.12945	0.0010845	1.65e-05	0.021428	0.00069	1.2136e-06	0.0010973	1.65e-05	5.1677e+05	1.9246e+05	1.2136e-06	6.8384e+07
7.0333	0.0018533	9.8803e-05	0.13186	0.0010845	1.8e-05	0.023499	0	1.2305e-06	0.0011164	1.8e-05	1.9916e+05	0	1.2305e-06	6.6993e+07
7.6294	0.0010519	0.00011098	0.13432	0.0010845	1.9e-05	0.02488	0	1.2477e-06	0.0011357	1.9e-05	1.4689e+05	0	1.2477e-06	6.5629e+07
8.2254	0.0015862	0.0002464	0.13682	0.0010845	2.05e-05	0.026952	0.00069072	1.265e-06	0.0011554	2.05e-05	49487	1.066e+05	1.265e-06	6.4292e+07
8.8215	0.0011767	0.00011535	0.13936	0.0010845	2.25e-05	0.029714	0.00069019	1.2826e-06	0.0011753	2.25e-05	3.5207e+05	29609	1.2826e-06	6.2981e+07
9.5367	0.0013573	0.00035451	0.14196	0.0010845	2.45e-05	0.032473	0.00068948	1.3005e-06	0.0011956	2.45e-05	2.8332e+05	1.024e+05	1.3005e-06	6.1695e+07
10.371	0.0013826	9.1958e-05	0.1446	0.0010845	2.65e-05	0.03523	0.00068867	1.3186e-06	0.0012163	2.65e-05	5.4702e+05	74881	1.3186e-06	6.0434e+07
11.206	0.0014242	0.0002311	0.14729	0.0010845	2.85e-05	0.037983	0.00068778	1.337e-06	0.0012372	2.85e-05	5.2851e+05	1.0275e+05	1.337e-06	5.9198e+07
12.04	0.0016159	0.00018172	0.15003	0.0010845	3.05e-05	0.040731	0.00068653	1.3556e-06	0.0012585	3.05e-05	5.702e+05	46051	1.3556e-06	5.7986e+07
13.113	0.0013533	8.582e-05	0.15282	0.0010845	3.3e-05	0.04416	0.00079094	1.3745e-06	0.0012801	3.3e-05	6.9791e+05	23855	1.3745e-06	5.6798e+07
14.186	0.0013175	0.00019872	0.15567	0.0010845	3.55e-05	0.04758	0.00068264	1.3936e-06	0.001302	3.55e-05	1.0437e+06	2.3246e+05	1.3936e-06	5.5633e+07
15.259	0.0015618	0.00025435	0.15856	0.0010845	3.8e-05	0.050988	0.0007856	1.413e-06	0.0013243	3.8e-05	9.6986e+05	22614	1.413e-06	5.449e+07
16.451	0.0013518	0.00017584	0.16151	0.0010845	4.1e-05	0.055061	0.00078233	1.4327e-06	0.001347	4.1e-05	9.4255e+05	11090	1.4327e-06	5.3371e+07
17.762	0.0010484	0.00013915	0.16452	0.0010845	4.45e-05	0.059792	0.00087081	1.4527e-06	0.00137	4.45e-05	8.8993e+05	1.3366e+05	1.4527e-06	5.2273e+07
19.193	0.0012441	6.255e-05	0.16758	0.0010845	4.85e-05	0.065173	0.00086573	1.4729e-06	0.0013934	4.85e-05	1.0892e+06	1.0293e+05	1.4729e-06	5.1197e+07
20.742	0.001316	0.00014939	0.1707	0.0010845	5.25e-05	0.070519	0.00085978	1.4934e-06	0.0014171	5.25e-05	1.14e+06	44920	1.4934e-06	5.0142e+07
22.411	0.0013745	0.00017677	0.17388	0.0010846	5.65e-05	0.075829	0.00085397	1.5142e-06	0.0014412	5.65e-05	1.0879e+06	48328	1.5142e-06	4.9108e+07
24.199	0.0014239	0.00013504	0.17711	0.0010846	6.1e-05	0.081759	0.00092857	1.5353e-06	0.0014657	6.1e-05	1.0841e+06	40618	1.5353e-06	4.8094e+07
26.107	0.0013108	8.6711e-05	0.18041	0.0010846	6.6e-05	0.088297	0.00092057	1.5567e-06	0.0014906	6.6e-05	1.1131e+06	39888	1.5567e-06	4.7101e+07
