f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
5.0068	0.00098254	0	0.1	0.0015683	2e-06	0.00066931	0	1e-06	0.00032534	2e-06	6.3269e+06	0	1e-06	2.1036e+07
5.2452	0.0015091	0	0.10186	0.0015683	3e-06	0.0010794	0	1.0139e-06	0.00033074	3e-06	9.0958e+06	0	1.0139e-06	2.0604e+07
5.4836	0.001599	0	0.10376	0.0015683	4e-06	0.0015077	0	1.028e-06	0.00033622	4e-06	4.511e+06	0	1.028e-06	2.018e+07
5.722	0.0026369	0	0.10569	0.0015683	5e-06	0.0019449	0	1.0424e-06	0.00034178	5e-06	3.2376e+06	0	1.0424e-06	1.9765e+07
5.9605	0.0018672	0	0.10765	0.0015683	6e-06	0.0023887	0	1.0569e-06	0.00034743	6e-06	2.5226e+06	0	1.0569e-06	1.9358e+07
6.1989	0.0020457	0	0.10966	0.0015683	7e-06	0.0028375	0	1.0716e-06	0.00035317	7e-06	1.9225e+06	0	1.0716e-06	1.8959e+07
6.4373	0.0011671	0	0.1117	0.0015683	8e-06	0.0032902	0	1.0865e-06	0.000359	8e-06	1.4767e+06	0	1.0865e-06	1.8568e+07
6.7949	0.0018995	6.5724e-05	0.11378	0.0015683	9e-06	0.0037458	0	1.1016e-06	0.00036491	9e-06	1.1367e+06	0	1.1016e-06	1.8186e+07
7.1526	0.0010871	0	0.11589	0.0015683	1e-05	0.0042036	0	1.117e-06	0.00037092	1e-05	8.2351e+05	0	1.117e-06	1.7811e+07
7.391	0.0014733	0	0.11805	0.0015683	1.1e-05	0.0046632	0	1.1325e-06	0.00037702	1.1e-05	7.9899e+05	0	1.1325e-06	1.7443e+07
7.7486	0.001409	0.00042594	0.12025	0.0015683	1.2e-05	0.0051243	0	1.1483e-06	0.00038321	1.2e-05	7.0581e+05	0	1.1483e-06	1.7083e+07
8.1062	0.001175	0	0.12249	0.0015683	1.3e-05	0.0055868	0	1.1643e-06	0.0003895	1.3e-05	5.465e+05	0	1.1643e-06	1.6731e+07
8.4639	0.0014326	0.00031916	0.12477	0.0015683	1.4e-05	0.0060505	0	1.1805e-06	0.00039588	1.4e-05	5.2899e+05	0	1.1805e-06	1.6385e+07
8.9407	0.0017938	0.00031079	0.12709	0.0015683	1.5e-05	0.0065152	0	1.197e-06	0.00040236	1.5e-05	4.1304e+05	0	1.197e-06	1.6047e+07
9.4175	0.00196	0.00050181	0.12945	0.0015683	1.65e-05	0.0072137	0.00023305	1.2136e-06	0.00040894	1.65e-05	2.7893e+05	14504	1.2136e-06	1.5715e+07
9.7752	0.0017402	0	0.13186	0.0015683	1.8e-05	0.0079134	0	1.2305e-06	0.00041562	1.8e-05	1.9639e+05	0	1.2305e-06	1.539e+07
10.133	0.0012112	1.7684e-05	0.13432	0.0015683	1.9e-05	0.0083804	0	1.2477e-06	0.0004224	1.9e-05	1.7469e+05	0	1.2477e-06	1.5072e+07
10.61	0.0014354	0.00011682	0.13682	0.0015683	2.05e-05	0.0090816	0.0002338	1.265e-06	0.00042929	2.05e-05	83502	26569	1.265e-06	1.476e+07
11.206	0.0018163	0.00020927	0.13936	0.0015683	2.25e-05	0.010017	0.00023386	1.2826e-06	0.00043628	2.25e-05	88266	80045	1.2826e-06	1.4455e+07
11.802	0.0010495	5.1848e-05	0.14196	0.0015683	2.45e-05	0.010953	0.00023397	1.3005e-06	0.00044338	2.45e-05	21379	39157	1.3005e-06	1.4155e+07
12.279	0.0015616	0.00021835	0.1446	0.0015683	2.65e-05	0.011889	0.00023394	1.3186e-06	0.00045058	2.65e-05	48900	2891.8	1.3186e-06	1.3862e+07
12.875	0.001403	0.00034098	0.14729	0.0015683	2.85e-05	0.012824	0.00023384	1.337e-06	0.0004579	2.85e-05	44652	8522.5	1.337e-06	1.3575e+07
13.471	0.0011385	0.00030771	0.15003	0.0015683	3.05e-05	0.013759	0.00023376	1.3556e-06	0.00046533	3.05e-05	97230	56063	1.3556e-06	1.3293e+07
14.067	0.0017165	0.00024647	0.15282	0.0015683	3.3e-05	0.014927	0.00026964	1.3745e-06	0.00047287	3.3e-05	17145	37056	1.3745e-06	1.3018e+07
14.782	0.0015571	0.00020849	0.15567	0.0015683	3.55e-05	0.016095	0.00023342	1.3936e-06	0.00048052	3.55e-05	77677	55858	1.3936e-06	1.2748e+07
