f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
5.0068	0.0016667	0	0.1	0.0016144	2e-06	0.0008137	0	1e-06	0.00042453	2e-06	1.3792e+07	0	1e-06	3.3677e+07
5.2452	0.001998	0	0.10186	0.0016144	3e-06	0.0013266	0	1.0139e-06	0.00043175	3e-06	9.8546e+06	0	1.0139e-06	3.299e+07
5.4836	0.0018902	0	0.10376	0.0016144	4e-06	0.0018592	0	1.028e-06	0.00043909	4e-06	5.6824e+06	0	1.028e-06	3.2316e+07
5.722	0.0025174	0	0.10569	0.0016145	5e-06	0.0024032	0	1.0424e-06	0.00044654	5e-06	4.0174e+06	0	1.0424e-06	3.1656e+07
5.9605	0.0018197	0	0.10765	0.0016145	6e-06	0.0029552	0	1.0569e-06	0.00045411	6e-06	3.0474e+06	0	1.0569e-06	3.1009e+07
6.1989	0.0019528	0	0.10966	0.0016145	7e-06	0.0035133	0	1.0716e-06	0.0004618	7e-06	2.2419e+06	0	1.0716e-06	3.0375e+07
6.4373	0.0024372	0	0.1117	0.0016145	8e-06	0.0040759	0	1.0865e-06	0.00046961	8e-06	1.6401e+06	0	1.0865e-06	2.9753e+07
6.7949	0.0015868	0.00020443	0.11378	0.0016145	9e-06	0.0046417	0	1.1016e-06	0.00047755	9e-06	1.3512e+06	0	1.1016e-06	2.9144e+07
7.1526	0.0018652	0	0.11589	0.0016145	1e-05	0.0052103	0	1.117e-06	0.0004856	1e-05	1.0077e+06	0	1.117e-06	2.8547e+07
7.391	0.0018149	0	0.11805	0.0016145	1.1e-05	0.0057809	0	1.1325e-06	0.00049378	1.1e-05	8.4354e+05	0	1.1325e-06	2.7962e+07
7.7486	0.0022134	0.00061305	0.12025	0.0016145	1.2e-05	0.0063532	0	1.1483e-06	0.00050209	1.2e-05	6.4086e+05	0	1.1483e-06	2.7388e+07
8.1062	0.0023264	0	0.12249	0.0016145	1.3e-05	0.0069267	0	1.1643e-06	0.00051053	1.3e-05	5.1883e+05	0	1.1643e-06	2.6826e+07
8.4639	0.0026588	0.00010439	0.12477	0.0016145	1.4e-05	0.0075013	0	1.1805e-06	0.0005191	1.4e-05	5.2727e+05	0	1.1805e-06	2.6275e+07
8.9407	0.0020706	0.00013526	0.12709	0.0016145	1.5e-05	0.008077	0	1.197e-06	0.00052781	1.5e-05	4.102e+05	0	1.197e-06	2.5736e+07
9.4175	0.001946	0.00019202	0.12945	0.0016145	1.65e-05	0.008942	0.0002886	1.2136e-06	0.00053665	1.65e-05	3.2033e+05	49330	1.2136e-06	2.5207e+07
9.7752	0.0039469	0	0.13186	0.0016145	1.8e-05	0.0098084	0	1.2305e-06	0.00054562	1.8e-05	2.7398e+05	0	1.2305e-06	2.4688e+07
10.133	0.0019052	0.00025919	0.13432	0.0016145	1.9e-05	0.010387	0	1.2477e-06	0.00055474	1.9e-05	1.5659e+05	0	1.2477e-06	2.418e+07
10.61	0.0024117	0.00034619	0.13682	0.0016145	2.05e-05	0.011255	0.0002894	1.265e-06	0.000564	2.05e-05	1.1687e+05	17334	1.265e-06	2.3683e+07
11.206	0.0015816	7.4857e-05	0.13936	0.0016145	2.25e-05	0.012413	0.00028962	1.2826e-06	0.0005734	2.25e-05	1.2089e+05	42184	1.2826e-06	2.3195e+07
11.802	0.0017483	0.00011239	0.14196	0.0016145	2.45e-05	0.013572	0.00028968	1.3005e-06	0.00058295	2.45e-05	40789	56967	1.3005e-06	2.2717e+07
12.279	0.0024025	0.00032473	0.1446	0.0016145	2.65e-05	0.01473	0.00028962	1.3186e-06	0.00059264	2.65e-05	98485	24767	1.3186e-06	2.2248e+07
12.875	0.0022334	0.00035868	0.14729	0.0016145	2.85e-05	0.015888	0.00028942	1.337e-06	0.00060249	2.85e-05	1.1001e+05	28828	1.337e-06	2.179e+07
13.471	0.0015432	0.00046637	0.15003	0.0016145	3.05e-05	0.017046	0.00028925	1.3556e-06	0.00061248	3.05e-05	52714	21254	1.3556e-06	2.134e+07
14.067	0.0026815	0.00036969	0.15282	0.0016145	3.3e-05	0.018491	0.00033362	1.3745e-06	0.00062263	3.3e-05	1.6281e+05	19945	1.3745e-06	2.0899e+07
14.782	0.0017452	0.0002188	0.15567	0.0016145	3.55e-05	0.019935	0.00028842	1.3936e-06	0.00063294	3.55e-05	1.7482e+05	91275	1.3936e-06	2.0468e+07
15.497	0.002079	0.00058742	0.15856	0.0016145	3.8e-05	0.021376	0.00033274	1.413e-06	0.00064341	3.8e-05	1.0809e+05	10053	1.413e-06	2.0045e+07
16.212	0.0026407	8.1117e-05	0.16151	0.0016145	4.1e-05	0.023104	0.00033224	1.4327e-06	0.00065404	4.1e-05	2.1275e+05	21764	1.4327e-06	1.963e+07
16.928	0.0021797	0.00028214	0.16452	0.0016145	4.45e-05	0.025116	0.00037061	1.4527e-06	0.00066483	4.45e-05	1.1354e+05	39864	1.4527e-06	1.9224e+07
17.762	0.0015561	0.00034731	0.16758	0.0016145	4.85e-05	0.02741	0.00036974	1.4729e-06	0.00067578	4.85e-05	2.3996e+05	33187	1.4729e-06	1.8826e+07
18.597	0.0015413	0.00029806	0.1707	0.0016145	5.25e-05	0.029698	0.00036862	1.4934e-06	0.00068691	5.25e-05	2.3751e+05	34337	1.4934e-06	1.8436e+07
19.431	0.0016491	0.00023643	0.17388	0.0016145	5.65e-05	0.031978	0.00036741	1.5142e-06	0.0006982	5.65e-05	2.3901e+05	41318	1.5142e-06	1.8054e+07
20.385	0.0019397	0.00028688	0.17711	0.0016146	6.1e-05	0.034534	0.00040101	1.5353e-06	0.00070967	6.1e-05	2.1558e+05	22446	1.5353e-06	1.768e+07
21.338	0.0023046	0.00047226	0.18041	0.0016146	6.6e-05	0.037364	0.00039939	1.5567e-06	0.00072132	6.6e-05	2.2261e+05	11621	1.5567e-06	1.7313e+07
