f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
5.0068	0.0013107	0	0.1	0.0015836	2e-06	0.00069382	0	1e-06	0.00030035	2e-06	1.272e+07	0	1e-06	3.7236e+07
5.2452	0.0027229	0	0.10186	0.0015836	3e-06	0.0011315	0	1.0139e-06	0.00030579	3e-06	8.3836e+06	0	1.0139e-06	3.6507e+07
5.4836	0.00217	0	0.10376	0.0015836	4e-06	0.001586	0	1.028e-06	0.00031133	4e-06	4.9598e+06	0	1.028e-06	3.5792e+07
5.722	0.0014703	0	0.10569	0.0015836	5e-06	0.0020504	0	1.0424e-06	0.00031695	5e-06	3.4589e+06	0	1.0424e-06	3.509e+07
5.9605	0.0015778	0	0.10765	0.0015836	6e-06	0.0025217	0	1.0569e-06	0.00032266	6e-06	2.5229e+06	0	1.0569e-06	3.44e+07
6.1989	0.0015273	0	0.10966	0.0015836	7e-06	0.002998	0	1.0716e-06	0.00032847	7e-06	1.9512e+06	0	1.0716e-06	3.3723e+07
6.4373	0.0017937	0	0.1117	0.0015836	8e-06	0.0034783	0	1.0865e-06	0.00033438	8e-06	1.6187e+06	0	1.0865e-06	3.3059e+07
6.7949	0.0014476	2.3213e-05	0.11378	0.0015836	9e-06	0.0039618	0	1.1016e-06	0.00034038	9e-06	1.2281e+06	0	1.1016e-06	3.2406e+07
7.1526	0.0015681	0	0.11589	0.0015836	1e-05	0.0044477	0	1.117e-06	0.00034648	1e-05	9.2736e+05	0	1.117e-06	3.1766e+07
7.391	0.0028986	0	0.11805	0.0015836	1.1e-05	0.0049355	0	1.1325e-06	0.00035268	1.1e-05	7.8739e+05	0	1.1325e-06	3.1138e+07
7.7486	0.001754	0.00022818	0.12025	0.0015836	1.2e-05	0.0054249	0	1.1483e-06	0.00035899	1.2e-05	6.6336e+05	0	1.1483e-06	3.0521e+07
8.1062	0.001101	0	0.12249	0.0015836	1.3e-05	0.0059156	0	1.1643e-06	0.00036539	1.3e-05	5.2958e+05	0	1.1643e-06	2.9916e+07
8.4639	0.0021818	0.00020883	0.12477	0.0015836	1.4e-05	0.0064073	0	1.1805e-06	0.0003719	1.4e-05	5.4883e+05	0	1.1805e-06	2.9322e+07
8.9407	0.0016173	0.00029893	0.12709	0.0015836	1.5e-05	0.0069002	0	1.197e-06	0.00037852	1.5e-05	4.4839e+05	0	1.197e-06	2.8739e+07
9.4175	0.0017479	0.00017977	0.12945	0.0015836	1.65e-05	0.0076411	0.00024715	1.2136e-06	0.00038525	1.65e-05	2.1261e+05	60622	1.2136e-06	2.8167e+07
9.7752	0.001999	0	0.13186	0.0015836	1.8e-05	0.0083828	0	1.2305e-06	0.00039208	1.8e-05	1.7527e+05	0	1.2305e-06	2.7605e+07
10.133	0.0020679	6.745e-05	0.13432	0.0015836	1.9e-05	0.0088778	0	1.2477e-06	0.00039903	1.9e-05	81107	0	1.2477e-06	2.7055e+07
10.61	0.0018291	0.00017201	0.13682	0.0015836	2.05e-05	0.0096206	0.0002477	1.265e-06	0.00040609	2.05e-05	1.0011e+05	37403	1.265e-06	2.6514e+07
11.206	0.0025498	0.00078752	0.13936	0.0015837	2.25e-05	0.010612	0.00024777	1.2826e-06	0.00041326	2.25e-05	91800	76732	1.2826e-06	2.5984e+07
11.802	0.0021082	0.00040021	0.14196	0.0015837	2.45e-05	0.011603	0.0002479	1.3005e-06	0.00042056	2.45e-05	3178.6	37995	1.3005e-06	2.5464e+07
12.279	0.0015596	0.00039276	0.1446	0.0015837	2.65e-05	0.012595	0.00024793	1.3186e-06	0.00042796	2.65e-05	10752	6181.5	1.3186e-06	2.4954e+07
12.875	0.0013775	0.00030795	0.14729	0.0015837	2.85e-05	0.013586	0.00024786	1.337e-06	0.00043549	2.85e-05	54710	4152.3	1.337e-06	2.4453e+07
13.471	0.0019259	0.00019206	0.15003	0.0015837	3.05e-05	0.014578	0.00024781	1.3556e-06	0.00044314	3.05e-05	96361	98471	1.3556e-06	2.3962e+07
14.067	0.0015727	0.00012991	0.15282	0.0015837	3.3e-05	0.015816	0.00028566	1.3745e-06	0.00045092	3.3e-05	88985	54829	1.3745e-06	2.3481e+07
14.782	0.0013981	0.00035576	0.15567	0.0015837	3.55e-05	0.017052	0.00024716	1.3936e-06	0.00045882	3.55e-05	1.2057e+05	65896	1.3936e-06	2.3008e+07
15.497	0.0015599	0.00048373	0.15856	0.0015837	3.8e-05	0.018288	0.00028517	1.413e-06	0.00046684	3.8e-05	1.028e+05	15889	1.413e-06	2.2545e+07
16.212	0.0017564	0.00045136	0.16151	0.0015837	4.1e-05	0.019768	0.00028474	1.4327e-06	0.000475	4.1e-05	1.5831e+05	25220	1.4327e-06	2.209e+07
16.928	0.001699	5.417e-05	0.16452	0.0015837	4.45e-05	0.021492	0.00031757	1.4527e-06	0.00048329	4.45e-05	1.4497e+05	27850	1.4527e-06	2.1645e+07
17.762	0.0015808	8.3039e-05	0.16758	0.0015837	4.85e-05	0.023458	0.00031675	1.4729e-06	0.00049171	4.85e-05	1.6181e+05	42267	1.4729e-06	2.1207e+07
18.597	0.0014678	0.00013772	0.1707	0.0015837	5.25e-05	0.025418	0.00031599	1.4934e-06	0.00050026	5.25e-05	1.9515e+05	34829	1.4934e-06	2.0779e+07
19.431	0.0018184	0.00014322	0.17388	0.0015837	5.65e-05	0.027373	0.00031508	1.5142e-06	0.00050895	5.65e-05	1.2847e+05	38055	1.5142e-06	2.0358e+07
20.385	0.0019816	0.00021818	0.17711	0.0015837	6.1e-05	0.029567	0.00034423	1.5353e-06	0.00051778	6.1e-05	1.325e+05	24817	1.5353e-06	1.9946e+07
21.338	0.0018026	0.00030006	0.18041	0.0015837	6.6e-05	0.031998	0.00034341	1.5567e-06	0.00052675	6.6e-05	1.5303e+05	24416	1.5567e-06	1.9542e+07
22.411	0.0019348	0.00024274	0.18377	0.0015837	7.1e-05	0.034422	0.00034227	1.5783e-06	0.00053587	7.1e-05	1.6819e+05	44025	1.5783e-06	1.9145e+07
23.484	0.0018804	0.00010174	0.18719	0.0015837	7.65e-05	0.037079	0.00036808	1.6003e-06	0.00054513	7.65e-05	1.9169e+05	17565	1.6003e-06	1.8756e+07
24.557	0.0014499	0.00015197	0.19067	0.0015837	8.25e-05	0.039964	0.00036651	1.6226e-06	0.00055454	8.25e-05	1.6289e+05	30381	1.6226e-06	1.8375e+07
25.749	0.001426	8.1077e-05	0.19422	0.0015837	8.9e-05	0.043076	0.00039006	1.6452e-06	0.00056409	8.9e-05	1.7382e+05	13732	1.6452e-06	1.8002e+07
26.941	0.001331	0.00013185	0.19783	0.0015837	9.6e-05	0.04641	0.00038779	1.6681e-06	0.0005738	9.6e-05	1.9453e+05	17544	1.6681e-06	1.7635e+07
28.133	0.0016144	0.00026821	0.20151	0.0015838	0.0001035	0.049962	0.00040903	1.6913e-06	0.00058367	0.0001035	1.8585e+05	27379	1.6913e-06	1.7276e+07
29.445	0.0016459	0.00035821	0.20526	0.0015838	0.000112	0.053963	0.00042836	1.7149e-06	0.00059369	0.000112	1.7348e+05	13964	1.7149e-06	1.6924e+07
30.875	0.0017568	0.00017276	0.20908	0.0015838	0.000121	0.058172	0.00042545	1.7388e-06	0.00060386	0.000121	1.6359e+05	13879	1.7388e-06	1.6578e+07
32.306	0.0016974	0.00016216	0.21297	0.0015838	0.0001305	0.062583	0.00044271	1.763e-06	0.0006142	0.0001305	2.1698e+05	15986	1.763e-06	1.624e+07
33.855	0.0014107	0.00017244	0.21694	0.0015838	0.000141	0.067417	0.00045871	1.7875e-06	0.00062471	0.000141	1.5477e+05	12216	1.7875e-06	1.5908e+07
35.524	0.0015574	0.00017182	0.22098	0.0015838	0.0001525	0.072669	0.00047323	1.8124e-06	0.00063537	0.0001525	1.8226e+05	20347	1.8124e-06	1.5583e+07
37.193	0.0015334	0.00029288	0.22509	0.0015838	0.000165	0.078322	0.0004861	1.8377e-06	0.00064621	0.000165	1.8171e+05	14446	1.8377e-06	1.5264e+07
38.862	0.0014157	5.8278e-05	0.22928	0.0015838	0.000178	0.084144	0.00048132	1.8632e-06	0.00065722	0.000178	1.5369e+05	15722	1.8632e-06	1.4951e+07
40.65	0.0013648	0.00015385	0.23354	0.0015838	0.000192	0.090353	0.00050971	1.8892e-06	0.0006684	0.000192	1.6235e+05	16228	1.8892e-06	1.4645e+07
42.677	0.0015793	0.00017313	0.23789	0.0015838	0.0002075	0.097153	0.00051897	1.9155e-06	0.00067976	0.0002075	1.7004e+05	12241	1.9155e-06	1.4344e+07
44.703	0.0014907	0.00012829	0.24232	0.0015838	0.000224	0.1043	0.00052725	1.9422e-06	0.00069129	0.000224	1.853e+05	11453	1.9422e-06	1.405e+07
46.73	0.0013038	0.00019067	0.24683	0.0015838	0.000242	0.11199	0.00054765	1.9692e-06	0.00070301	0.000242	1.5125e+05	12541	1.9692e-06	1.3761e+07
48.995	0.0015728	0.00016301	0.25142	0.0015838	0.0002615	0.1202	0.0005531	1.9966e-06	0.00071491	0.0002615	1.6057e+05	12059	1.9966e-06	1.3478e+07
51.379	0.0014255	7.2616e-05	0.2561	0.0015838	0.000282	0.12871	0.00055773	2.0244e-06	0.00072699	0.000282	1.4476e+05	8519.3	2.0244e-06	1.3201e+07
53.763	0.0011442	6.1357e-05	0.26087	0.0015838	0.0003045	0.13791	0.00058579	2.0526e-06	0.00073927	0.0003045	1.2988e+05	9601.5	2.0526e-06	1.2929e+07
56.267	0.0014486	0.00011519	0.26572	0.0015838	0.000329	0.14776	0.00058683	2.0812e-06	0.00075174	0.000329	1.6426e+05	9727.4	2.0812e-06	1.2663e+07
58.889	0.0013959	0.00011706	0.27067	0.0015839	0.000355	0.15801	0.00059555	2.1102e-06	0.0007644	0.000355	1.634e+05	6996.9	2.1102e-06	1.2402e+07
61.631	0.0014153	0.00010075	0.2757	0.0015839	0.0003835	0.16899	0.00061194	2.1396e-06	0.00077726	0.0003835	1.5854e+05	8623.5	2.1396e-06	1.2146e+07
64.611	0.0013969	9.469e-05	0.28083	0.0015839	0.000414	0.18046	0.00060594	2.1694e-06	0.00079032	0.000414	1.5552e+05	8674.4	2.1694e-06	1.1896e+07
67.711	0.0014727	0.00010655	0.28606	0.0015839	0.000447	0.19253	0.00062463	2.1996e-06	0.00080358	0.000447	1.5372e+05	7263.6	2.1996e-06	1.165e+07
70.81	0.0013485	0.00013656	0.29138	0.0015839	0.000483	0.20533	0.00062397	2.2302e-06	0.00081705	0.000483	1.2418e+05	7864.7	2.2302e-06	1.1409e+07
74.148	0.0011854	6.9779e-05	0.29681	0.0015839	0.0005215	0.21865	0.0006311	2.2613e-06	0.00083073	0.0005215	1.2779e+05	5998.6	2.2613e-06	1.1173e+07
77.724	0.0011125	6.8372e-05	0.30233	0.0015839	0.000563	0.2326	0.00063364	2.2928e-06	0.00084462	0.000563	1.2578e+05	6287.9	2.2928e-06	1.0942e+07
81.301	0.0011427	8.6538e-05	0.30796	0.0015839	0.0006075	0.24707	0.00063274	2.3247e-06	0.00085873	0.0006075	1.2526e+05	8032.5	2.3247e-06	1.0715e+07
85.115	0.0010875	6.0777e-05	0.31369	0.0015839	0.000656	0.2623	0.0006427	2.3571e-06	0.00087306	0.000656	99099	4820.2	2.3571e-06	1.0493e+07
89.169	0.0010386	6.0328e-05	0.31952	0.0015839	0.0007085	0.27823	0.00063834	2.3899e-06	0.00088761	0.0007085	1.1409e+05	6818.5	2.3899e-06	1.0276e+07
93.341	0.00098455	6.4266e-05	0.32547	0.0015839	0.000765	0.2947	0.00063742	2.4232e-06	0.00090238	0.000765	1.0898e+05	5678.7	2.4232e-06	1.0063e+07
