f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
5.0068	2.3493	0	0.1	2.2633	2e-06	1.1428	0	1e-06	0.46353	2e-06	1.3134e+10	0	1e-06	6.2616e+10
5.2452	2.3111	0	0.10186	2.2633	3e-06	1.8495	0	1.0139e-06	0.47204	3e-06	1.5602e+10	0	1.0139e-06	6.1407e+10
5.4836	2.7239	0	0.10376	2.2633	4e-06	2.5873	0	1.028e-06	0.48069	4e-06	7.8919e+09	0	1.028e-06	6.0219e+10
5.722	3.9657	0	0.10569	2.2633	5e-06	3.3409	0	1.0424e-06	0.48948	5e-06	5.5892e+09	0	1.0424e-06	5.9052e+10
5.9605	1.3067	0	0.10765	2.2633	6e-06	4.1057	0	1.0569e-06	0.49842	6e-06	4.3976e+09	0	1.0569e-06	5.7905e+10
6.1989	2.4085	0	0.10966	2.2633	7e-06	4.8793	0	1.0716e-06	0.50751	7e-06	3.3505e+09	0	1.0716e-06	5.678e+10
6.4373	1.9303	0	0.1117	2.2633	8e-06	5.6596	0	1.0865e-06	0.51675	8e-06	2.5821e+09	0	1.0865e-06	5.5674e+10
6.7949	3.1911	1.1299	0.11378	2.2633	9e-06	6.4451	0	1.1016e-06	0.52615	9e-06	2.0155e+09	0	1.1016e-06	5.4588e+10
7.1526	3.5575	0	0.11589	2.2633	1e-05	7.2346	0	1.117e-06	0.5357	1e-05	1.63e+09	0	1.117e-06	5.3522e+10
7.391	4.0251	0	0.11805	2.2633	1.1e-05	8.0273	0	1.1325e-06	0.54542	1.1e-05	1.3833e+09	0	1.1325e-06	5.2475e+10
7.7486	2.8281	0.77094	0.12025	2.2633	1.2e-05	8.8229	0	1.1483e-06	0.55529	1.2e-05	1.2922e+09	0	1.1483e-06	5.1446e+10
8.1062	2.5276	0	0.12249	2.2633	1.3e-05	9.621	0	1.1643e-06	0.56533	1.3e-05	1.0335e+09	0	1.1643e-06	5.0437e+10
8.4639	3.1191	0.13329	0.12477	2.2633	1.4e-05	10.421	0	1.1805e-06	0.57553	1.4e-05	9.3405e+08	0	1.1805e-06	4.9446e+10
8.9407	2.6702	0.32703	0.12709	2.2633	1.5e-05	11.223	0	1.197e-06	0.5859	1.5e-05	7.7752e+08	0	1.197e-06	4.8473e+10
9.4175	3.1674	0.16921	0.12945	2.2633	1.65e-05	12.429	0.40247	1.2136e-06	0.59644	1.65e-05	6.087e+08	6.4391e+07	1.2136e-06	4.7518e+10
