f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0030381	0	0.1	0.0011205	2e-06	0.0017836	0	1e-06	0.00085422	2e-06	2.2288e+07	0	1e-06	7.0802e+07
2.3842	0.0022946	0	0.10186	0.0011205	3e-06	0.0029001	0	1.0139e-06	0.00086873	3e-06	2.1535e+07	0	1.0139e-06	6.9413e+07
2.6226	0.0019374	0	0.10376	0.0011205	4e-06	0.0040595	0	1.028e-06	0.00088346	4e-06	1.2022e+07	0	1.028e-06	6.805e+07
2.861	0.0028284	0	0.10569	0.0011205	5e-06	0.0052431	0	1.0424e-06	0.00089843	5e-06	8.1363e+06	0	1.0424e-06	6.6713e+07
3.0994	0.0028102	0	0.10765	0.0011205	6e-06	0.0064429	0	1.0569e-06	0.00091364	6e-06	6.1545e+06	0	1.0569e-06	6.54e+07
3.3379	0.0023663	0	0.10966	0.0011205	7e-06	0.007655	0	1.0716e-06	0.00092908	7e-06	4.4816e+06	0	1.0716e-06	6.4112e+07
3.5763	0.0020488	0	0.1117	0.0011205	8e-06	0.008876	0	1.0865e-06	0.00094477	8e-06	3.4859e+06	0	1.0865e-06	6.2848e+07
3.8147	0.0045714	0	0.11378	0.0011205	9e-06	0.010104	0	1.1016e-06	0.0009607	9e-06	2.718e+06	0	1.1016e-06	6.1608e+07
4.1723	0.0025739	0.00016071	0.11589	0.0011205	1e-05	0.011338	0	1.117e-06	0.00097689	1e-05	1.8425e+06	0	1.117e-06	6.039e+07
4.53	0.0025261	0	0.11805	0.0011205	1.1e-05	0.012575	0	1.1325e-06	0.00099332	1.1e-05	1.8592e+06	0	1.1325e-06	5.9196e+07
4.8876	0.0027992	0.00026684	0.12025	0.0011205	1.2e-05	0.013816	0	1.1483e-06	0.00101	1.2e-05	1.2488e+06	0	1.1483e-06	5.8025e+07
5.2452	0.0031616	0	0.12249	0.0011205	1.3e-05	0.015059	0	1.1643e-06	0.001027	1.3e-05	1.1263e+06	0	1.1643e-06	5.6875e+07
5.6028	0.0024693	0.00061668	0.12477	0.0011205	1.4e-05	0.016305	0	1.1805e-06	0.0010442	1.4e-05	7.8733e+05	0	1.1805e-06	5.5747e+07
6.0797	0.002696	0.00049709	0.12709	0.0011206	1.5e-05	0.017552	0	1.197e-06	0.0010617	1.5e-05	6.4624e+05	0	1.197e-06	5.464e+07
6.5565	0.0030257	1.7754e-05	0.12945	0.0011206	1.65e-05	0.019425	0.00062459	1.2136e-06	0.0010795	1.65e-05	3.7826e+05	39370	1.2136e-06	5.3554e+07
7.0333	0.001819	0.00022364	0.13186	0.0011206	1.8e-05	0.0213	0	1.2305e-06	0.0010975	1.8e-05	2.6581e+05	0	1.2305e-06	5.2489e+07
7.6294	0.0026215	0.00050017	0.13432	0.0011206	1.9e-05	0.02255	0	1.2477e-06	0.0011158	1.9e-05	11073	0	1.2477e-06	5.1444e+07
8.2254	0.0019663	0.00035342	0.13682	0.0011206	2.05e-05	0.024426	0.00062514	1.265e-06	0.0011345	2.05e-05	1.239e+05	3048.9	1.265e-06	5.0419e+07
8.8215	0.0031865	0.0003335	0.13936	0.0011206	2.25e-05	0.026926	0.00062482	1.2826e-06	0.0011534	2.25e-05	3.3263e+05	1.3792e+05	1.2826e-06	4.9413e+07
9.5367	0.0023819	0.00026227	0.14196	0.0011206	2.45e-05	0.029423	0.0006238	1.3005e-06	0.0011726	2.45e-05	4.3835e+05	1.0879e+05	1.3005e-06	4.8426e+07
10.371	0.0023497	0.00024177	0.1446	0.0011206	2.65e-05	0.031917	0.00062295	1.3186e-06	0.0011921	2.65e-05	5.4376e+05	24292	1.3186e-06	4.7458e+07
11.206	0.0024133	0.00043875	0.14729	0.0011206	2.85e-05	0.034406	0.00062188	1.337e-06	0.0012119	2.85e-05	5.522e+05	51695	1.337e-06	4.6508e+07
