f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0026269	0	0.1	0.0025907	2e-06	0.0014739	0	1e-06	0.00060074	2e-06	3.3869e+07	0	1e-06	1.0699e+08
2.3842	0.0032484	0	0.10186	0.0025907	3e-06	0.0024449	0	1.0139e-06	0.00061217	3e-06	2.6267e+07	0	1.0139e-06	1.0516e+08
2.6226	0.0048219	0	0.10376	0.0025907	4e-06	0.0034685	0	1.028e-06	0.0006238	4e-06	1.5848e+07	0	1.028e-06	1.0336e+08
2.861	0.0032033	0	0.10569	0.0025907	5e-06	0.0045237	0	1.0424e-06	0.00063563	5e-06	1.1472e+07	0	1.0424e-06	1.0158e+08
3.0994	0.0027225	0	0.10765	0.0025907	6e-06	0.0056019	0	1.0569e-06	0.00064768	6e-06	8.7231e+06	0	1.0569e-06	9.9828e+07
3.3379	0.0051854	0	0.10966	0.0025907	7e-06	0.0066976	0	1.0716e-06	0.00065993	7e-06	6.8341e+06	0	1.0716e-06	9.8102e+07
3.5763	0.0040522	0	0.1117	0.0025907	8e-06	0.0078069	0	1.0865e-06	0.0006724	8e-06	5.3232e+06	0	1.0865e-06	9.6403e+07
3.8147	0.0030023	0	0.11378	0.0025907	9e-06	0.0089269	0	1.1016e-06	0.00068508	9e-06	4.4721e+06	0	1.1016e-06	9.4729e+07
4.1723	0.0038383	8.9608e-05	0.11589	0.0025907	1e-05	0.010056	0	1.117e-06	0.00069799	1e-05	3.5305e+06	0	1.117e-06	9.308e+07
4.53	0.0044271	0	0.11805	0.0025907	1.1e-05	0.011192	0	1.1325e-06	0.00071112	1.1e-05	3.3466e+06	0	1.1325e-06	9.1457e+07
4.8876	0.0038344	0.00041349	0.12025	0.0025908	1.2e-05	0.012334	0	1.1483e-06	0.00072447	1.2e-05	2.616e+06	0	1.1483e-06	8.9858e+07
5.2452	0.0026489	0	0.12249	0.0025908	1.3e-05	0.013482	0	1.1643e-06	0.00073806	1.3e-05	2.3445e+06	0	1.1643e-06	8.8283e+07
5.6028	0.0033508	0.00016577	0.12477	0.0025908	1.4e-05	0.014635	0	1.1805e-06	0.00075189	1.4e-05	2.1225e+06	0	1.1805e-06	8.6733e+07
6.0797	0.0049837	0.00024463	0.12709	0.0025908	1.5e-05	0.015792	0	1.197e-06	0.00076595	1.5e-05	1.9133e+06	0	1.197e-06	8.5207e+07
6.5565	0.0032604	0.00078246	0.12945	0.0025908	1.65e-05	0.017534	0.00058193	1.2136e-06	0.00078026	1.65e-05	1.5538e+06	52688	1.2136e-06	8.3705e+07
7.0333	0.003613	0.00023865	0.13186	0.0025908	1.8e-05	0.019283	0	1.2305e-06	0.00079481	1.8e-05	1.381e+06	0	1.2305e-06	8.2225e+07
7.6294	0.0045197	0.00026688	0.13432	0.0025908	1.9e-05	0.020453	0	1.2477e-06	0.00080962	1.9e-05	1.352e+06	0	1.2477e-06	8.0769e+07
8.2254	0.003332	8.8633e-05	0.13682	0.0025908	2.05e-05	0.022212	0.00058726	1.265e-06	0.00082467	2.05e-05	1.0498e+06	41095	1.265e-06	7.9336e+07
8.8215	0.0035725	0.00039616	0.13936	0.0025908	2.25e-05	0.024565	0.00058924	1.2826e-06	0.00083999	2.25e-05	9.1175e+05	62881	1.2826e-06	7.7925e+07
