f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0048827	0	0.1	0.0026935	2e-06	0.001709	0	1e-06	0.00071841	2e-06	3.6705e+07	0	1e-06	1.1513e+08
2.3842	0.0036943	0	0.10186	0.0026936	3e-06	0.0028295	0	1.0139e-06	0.00073184	3e-06	3.1292e+07	0	1.0139e-06	1.131e+08
2.6226	0.0030847	0	0.10376	0.0026936	4e-06	0.0040126	0	1.028e-06	0.0007455	4e-06	1.7989e+07	0	1.028e-06	1.1111e+08
2.861	0.0053852	0	0.10569	0.0026936	5e-06	0.0052316	0	1.0424e-06	0.0007594	5e-06	1.3036e+07	0	1.0424e-06	1.0914e+08
3.0994	0.0020864	0	0.10765	0.0026936	6e-06	0.0064768	0	1.0569e-06	0.00077353	6e-06	9.9434e+06	0	1.0569e-06	1.0721e+08
3.3379	0.0032089	0	0.10966	0.0026936	7e-06	0.0077418	0	1.0716e-06	0.00078791	7e-06	7.7889e+06	0	1.0716e-06	1.0531e+08
3.5763	0.0032407	0	0.1117	0.0026936	8e-06	0.0090224	0	1.0865e-06	0.00080254	8e-06	6.1723e+06	0	1.0865e-06	1.0343e+08
3.8147	0.0042015	0	0.11378	0.0026936	9e-06	0.010315	0	1.1016e-06	0.00081742	9e-06	5.0587e+06	0	1.1016e-06	1.0159e+08
4.1723	0.0044581	0.00026477	0.11589	0.0026936	1e-05	0.011618	0	1.117e-06	0.00083255	1e-05	4.0558e+06	0	1.117e-06	9.9775e+07
4.53	0.0046321	0	0.11805	0.0026936	1.1e-05	0.01293	0	1.1325e-06	0.00084794	1.1e-05	3.7606e+06	0	1.1325e-06	9.7989e+07
4.8876	0.0045444	0.0027526	0.12025	0.0026936	1.2e-05	0.014248	0	1.1483e-06	0.00086359	1.2e-05	2.9335e+06	0	1.1483e-06	9.6232e+07
5.2452	0.0044528	0	0.12249	0.0026937	1.3e-05	0.015573	0	1.1643e-06	0.00087951	1.3e-05	2.765e+06	0	1.1643e-06	9.4503e+07
5.6028	0.0046615	0.00096677	0.12477	0.0026937	1.4e-05	0.016903	0	1.1805e-06	0.0008957	1.4e-05	2.4321e+06	0	1.1805e-06	9.2802e+07
6.0797	0.0044074	0.00058359	0.12709	0.0026937	1.5e-05	0.018238	0	1.197e-06	0.00091217	1.5e-05	2.2052e+06	0	1.197e-06	9.1128e+07
