f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0010051	0	0.1	0.00093848	2e-06	0.0019433	0	1e-06	0.00088076	2e-06	1.73e+07	0	1e-06	5.4872e+07
2.3842	0.0011696	0	0.10186	0.00093848	3e-06	0.0031461	0	1.0139e-06	0.00089521	3e-06	2.4668e+07	0	1.0139e-06	5.3769e+07
2.6226	0.0016086	0	0.10376	0.00093848	4e-06	0.0043982	0	1.028e-06	0.00090989	4e-06	1.2696e+07	0	1.028e-06	5.2687e+07
2.861	0.0022842	0	0.10569	0.00093848	5e-06	0.0056757	0	1.0424e-06	0.00092479	5e-06	9.0361e+06	0	1.0424e-06	5.1626e+07
3.0994	0.0017699	0	0.10765	0.00093848	6e-06	0.0069713	0	1.0569e-06	0.00093992	6e-06	6.66e+06	0	1.0569e-06	5.0585e+07
3.3379	0.0017236	0	0.10966	0.00093849	7e-06	0.0082802	0	1.0716e-06	0.00095528	7e-06	5.065e+06	0	1.0716e-06	4.9564e+07
3.5763	0.0015908	0	0.1117	0.00093849	8e-06	0.0095993	0	1.0865e-06	0.00097087	8e-06	4.0001e+06	0	1.0865e-06	4.8563e+07
3.8147	0.0016244	0	0.11378	0.00093849	9e-06	0.010926	0	1.1016e-06	0.00098671	9e-06	3.1966e+06	0	1.1016e-06	4.7582e+07
4.1723	0.0012511	0.00024499	0.11589	0.00093849	1e-05	0.01226	0	1.117e-06	0.0010028	1e-05	2.3751e+06	0	1.117e-06	4.662e+07
4.53	0.0011341	0	0.11805	0.00093849	1.1e-05	0.013598	0	1.1325e-06	0.0010191	1.1e-05	2.2055e+06	0	1.1325e-06	4.5676e+07
4.8876	0.0014834	0.00014936	0.12025	0.00093849	1.2e-05	0.014941	0	1.1483e-06	0.0010357	1.2e-05	1.3543e+06	0	1.1483e-06	4.4751e+07
5.2452	0.0017005	0	0.12249	0.0009385	1.3e-05	0.016286	0	1.1643e-06	0.0010525	1.3e-05	1.3659e+06	0	1.1643e-06	4.3843e+07
