f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
2.1458	0.0059883	0	0.1	0.0025979	2e-06	0.0016888	0	1e-06	0.00073062	2e-06	3.6471e+07	0	1e-06	9.3433e+07
2.3842	0.0036678	0	0.10186	0.0025979	3e-06	0.002796	0	1.0139e-06	0.0007438	3e-06	3.0598e+07	0	1.0139e-06	9.1709e+07
2.6226	0.0090535	0	0.10376	0.002598	4e-06	0.0039644	0	1.028e-06	0.0007572	4e-06	1.7854e+07	0	1.028e-06	9.0014e+07
2.861	0.0046059	0	0.10569	0.002598	5e-06	0.0051684	0	1.0424e-06	0.00077083	5e-06	1.2926e+07	0	1.0424e-06	8.8348e+07
3.0994	0.0064447	0	0.10765	0.002598	6e-06	0.0063984	0	1.0569e-06	0.00078468	6e-06	9.7229e+06	0	1.0569e-06	8.671e+07
3.3379	0.0058163	0	0.10966	0.002598	7e-06	0.0076477	0	1.0716e-06	0.00079876	7e-06	7.4354e+06	0	1.0716e-06	8.5099e+07
3.5763	0.005534	0	0.1117	0.002598	8e-06	0.008912	0	1.0865e-06	0.00081307	8e-06	5.9913e+06	0	1.0865e-06	8.3517e+07
3.8147	0.0033788	0	0.11378	0.002598	9e-06	0.010188	0	1.1016e-06	0.00082762	9e-06	5.0716e+06	0	1.1016e-06	8.1961e+07
4.1723	0.0044421	0.0019988	0.11589	0.002598	1e-05	0.011475	0	1.117e-06	0.00084242	1e-05	4.1433e+06	0	1.117e-06	8.0432e+07
4.53	0.003247	0	0.11805	0.002598	1.1e-05	0.012769	0	1.1325e-06	0.00085745	1.1e-05	3.7916e+06	0	1.1325e-06	7.8929e+07
4.8876	0.0046017	0.00084151	0.12025	0.002598	1.2e-05	0.014071	0	1.1483e-06	0.00087274	1.2e-05	2.9922e+06	0	1.1483e-06	7.7452e+07
5.2452	0.011299	0	0.12249	0.002598	1.3e-05	0.01538	0	1.1643e-06	0.00088828	1.3e-05	2.6884e+06	0	1.1643e-06	7.6001e+07
5.6028	0.0050217	0.0017879	0.12477	0.002598	1.4e-05	0.016693	0	1.1805e-06	0.00090407	1.4e-05	2.331e+06	0	1.1805e-06	7.4574e+07
6.0797	0.0052739	9.2139e-06	0.12709	0.002598	1.5e-05	0.018012	0	1.197e-06	0.00092012	1.5e-05	2.1753e+06	0	1.197e-06	7.3173e+07
6.5565	0.0045722	0.0004644	0.12945	0.0025981	1.65e-05	0.019997	0.00066311	1.2136e-06	0.00093644	1.65e-05	1.6234e+06	1.8336e+05	1.2136e-06	7.1795e+07
7.0333	0.0039423	0.00087307	0.13186	0.0025981	1.8e-05	0.02199	0	1.2305e-06	0.00095303	1.8e-05	1.3148e+06	0	1.2305e-06	7.0442e+07
7.6294	0.0046421	2.6552e-05	0.13432	0.0025981	1.9e-05	0.023321	0	1.2477e-06	0.00096989	1.9e-05	1.2458e+06	0	1.2477e-06	6.9112e+07
8.2254	0.002576	0.00025178	0.13682	0.0025981	2.05e-05	0.025324	0.00066821	1.265e-06	0.00098702	2.05e-05	1.0135e+06	86630	1.265e-06	6.7806e+07
8.8215	0.0033373	0.00027166	0.13936	0.0025981	2.25e-05	0.028	0.00066992	1.2826e-06	0.0010044	2.25e-05	7.7914e+05	3351.5	1.2826e-06	6.6522e+07
9.5367	0.0041423	0.00011202	0.14196	0.0025981	2.45e-05	0.030683	0.00067121	1.3005e-06	0.0010221	2.45e-05	5.3321e+05	26485	1.3005e-06	6.5262e+07
10.371	0.0043159	0.0010656	0.1446	0.0025981	2.65e-05	0.03337	0.00067216	1.3186e-06	0.0010401	2.65e-05	4.2347e+05	28887	1.3186e-06	6.4023e+07
